productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42503,Base Set 2,Venomoth,Rare,031/130,Normal,4.84,4.84,1.85,107.72
83463,XY Base Set,Aegislash (86),Holo Rare,86/146,Holofoil,1.67,1.64,0.4,96.95
83463,XY Base Set,Aegislash (86),Holo Rare,86/146,Reverse Holofoil,2.81,2.31,1.6,39.99
83719,EX Hidden Legends,Banette,Holo Rare,1/101,Holofoil,35.88,66.32,28.0,619.9
83719,EX Hidden Legends,Banette,Holo Rare,1/101,Reverse Holofoil,42.41,45.0,34.99,46.0
83975,Gym Heroes,Brock's Onix (69),Common,069/132,1st Edition,6.89,6.4,2.75,57.1
83975,Gym Heroes,Brock's Onix (69),Common,069/132,Unlimited,1.41,1.0,0.25,4.99
84231,Secret Wonders,Charmeleon,Uncommon,46/132,Normal,1.69,1.5,0.3,19.98
84231,Secret Wonders,Charmeleon,Uncommon,46/132,Reverse Holofoil,15.22,15.82,9.38,119.2
84487,Mysterious Treasures,Crobat,Rare,23/123,Normal,6.0,5.0,1.0,43.0
84487,Mysterious Treasures,Crobat,Rare,23/123,Reverse Holofoil,11.86,15.12,5.4,320.0
84743,XY Base Set,Delcatty,Uncommon,105/146,Normal,0.45,0.32,0.1,19.98
84743,XY Base Set,Delcatty,Uncommon,105/146,Reverse Holofoil,1.13,1.08,0.61,23.49
84999,Skyridge,Dugtrio,Common,052/144,Normal,31.64,48.99,36.72,249.84
84999,Skyridge,Dugtrio,Common,052/144,Reverse Holofoil,149.99,170.0,170.0,170.0
85255,EX Unseen Forces,Energy Switch,Uncommon,84/115,Normal,0.96,0.91,0.25,19.98
85255,EX Unseen Forces,Energy Switch,Uncommon,84/115,Reverse Holofoil,38.99,31.05,15.0,389.9
85511,Diamond and Pearl,Floatzel,Rare,26/130,Normal,1.16,0.79,0.35,19.98
85511,Diamond and Pearl,Floatzel,Rare,26/130,Reverse Holofoil,3.42,1.89,0.85,28.1
85767,Legends Awakened,Gligar (95),Common,95/146,Normal,0.69,0.55,0.21,19.98
85767,Legends Awakened,Gligar (95),Common,95/146,Reverse Holofoil,19.9,8.15,5.75,10.55
86023,Skyridge,Haunter,Common,063/144,Normal,58.69,93.5,64.98,445.0
86023,Skyridge,Haunter,Common,063/144,Reverse Holofoil,139.99,572.98,399.99,599.99
86279,Rising Rivals,Infernape E4,Uncommon,43/111,Normal,1.59,1.25,0.85,19.98
86279,Rising Rivals,Infernape E4,Uncommon,43/111,Reverse Holofoil,12.73,15.0,9.0,250.0
86535,Next Destinies,Kricketune,Uncommon,4/99,Normal,0.26,0.28,0.09,19.98
86535,Next Destinies,Kricketune,Uncommon,4/99,Reverse Holofoil,0.46,0.52,0.2,19.98
86791,EX Holon Phantoms,Lileep (Delta Species),Common,68/110,Normal,0.69,0.72,0.33,19.32
86791,EX Holon Phantoms,Lileep (Delta Species),Common,68/110,Reverse Holofoil,21.82,99.99,12.74,999.9
87047,Mysterious Treasures,Magmar,Uncommon,54/123,Normal,0.54,0.5,0.2,17.52
87047,Mysterious Treasures,Magmar,Uncommon,54/123,Reverse Holofoil,4.16,3.25,2.0,75.5
87303,Legendary Treasures,Meloetta (86),Rare,86/113,Normal,0.59,0.62,0.27,23.39
87303,Legendary Treasures,Meloetta (86),Rare,86/113,Reverse Holofoil,11.67,16.9,3.15,102.4
87815,Supreme Victors,Numel,Uncommon,74,Normal,0.86,0.5,0.2,19.98
87815,Supreme Victors,Numel,Uncommon,74,Reverse Holofoil,1.32,2.75,1.75,74.4
88327,Triumphant,Porygon2,Uncommon,49/102,Normal,0.82,0.72,0.35,19.98
88327,Triumphant,Porygon2,Uncommon,49/102,Reverse Holofoil,8.0,65.99,19.99,113.45
88583,Diamond and Pearl,Rapidash,Uncommon,59/130,Normal,0.63,0.52,0.24,19.98
88583,Diamond and Pearl,Rapidash,Uncommon,59/130,Reverse Holofoil,12.49,5.99,2.36,38.3
88839,Undaunted,Rotom,Rare,20/90,Normal,10.42,13.0,10.42,52.2
88839,Undaunted,Rotom,Rare,20/90,Reverse Holofoil,27.33,26.5,24.98,111.49
89095,XY Base Set,Shadow Circle,Uncommon,126/146,Normal,0.22,0.25,0.05,17.06
89095,XY Base Set,Shadow Circle,Uncommon,126/146,Reverse Holofoil,0.55,0.5,0.25,19.98
89351,Neo Discovery,Smeargle (30),Rare,30/75,1st Edition,24.73,29.99,29.0,258.0
89351,Neo Discovery,Smeargle (30),Rare,30/75,Unlimited,9.23,10.35,6.99,78.3
89607,Plasma Blast,Suicune,Rare,20/101,Normal,3.84,1.35,0.75,96.95
89607,Plasma Blast,Suicune,Rare,20/101,Reverse Holofoil,10.02,13.2,5.1,95.8
90119,Mysterious Treasures,Tyranitar,Holo Rare,17/123,Holofoil,37.98,44.12,17.01,366.4
90119,Mysterious Treasures,Tyranitar,Holo Rare,17/123,Reverse Holofoil,31.53,75.0,20.0,100.0
90631,Neo Discovery,Wooper,Common,71/75,1st Edition,17.73,16.49,6.0,96.56
90631,Neo Discovery,Wooper,Common,71/75,Unlimited,2.5,2.31,0.98,23.48
91143,XY - Flashfire,Maractus,Uncommon,10/106,Normal,0.28,0.27,0.1,19.98
91143,XY - Flashfire,Maractus,Uncommon,10/106,Reverse Holofoil,0.69,0.75,0.25,19.98
91399,Next Destinies,Luxray,Holo Rare,46/99,Holofoil,2.1,2.0,1.1,28.0
91399,Next Destinies,Luxray,Holo Rare,46/99,Reverse Holofoil,3.54,3.55,1.34,38.1
91655,Deck Exclusives,Lucario - 14/95 (Call of Legends),Rare,014/095,Normal,2.61,24.27,15.0,249.9
96007,XY - Primal Clash,Vibrava,Uncommon,109/160,Normal,0.27,0.27,0.1,19.98
96007,XY - Primal Clash,Vibrava,Uncommon,109/160,Reverse Holofoil,0.56,0.68,0.19,19.98
98055,XY - Roaring Skies,Pelipper,Uncommon,19/108,Normal,0.2,0.2,0.03,19.98
98055,XY - Roaring Skies,Pelipper,Uncommon,19/108,Reverse Holofoil,0.37,0.37,0.15,19.98
98567,EX Crystal Guardians,Crystal Guardians Booster Box,,,,,,,
100615,XY - Ancient Origins,Vileplume,Rare,3/98,Normal,0.58,0.64,0.17,29.99
100615,XY - Ancient Origins,Vileplume,Rare,3/98,Reverse Holofoil,2.06,2.03,1.25,27.1
107015,Base Set (Shadowless),Electabuzz,Rare,020/102,1st Edition,145.42,61.25,59.74,750.0
107015,Base Set (Shadowless),Electabuzz,Rare,020/102,Unlimited,26.32,34.97,19.75,239.03
