productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42494,Base Set 2,Exeggcute,Common,074/130,Normal,1.16,0.7,0.2,22.8
83454,Triumphant,Absol (Prime),Ultra Rare,91/102,Holofoil,141.36,182.5,150.3,914.63
83710,EX Hidden Legends,Baltoy - 52/101,Common,52/101,Normal,0.32,0.33,0.15,19.98
83710,EX Hidden Legends,Baltoy - 52/101,Common,52/101,Reverse Holofoil,5.5,10.11,5.0,48.6
83966,Gym Heroes,Brock's Golbat,Uncommon,039/132,1st Edition,6.32,7.33,3.48,99.99
83966,Gym Heroes,Brock's Golbat,Uncommon,039/132,Unlimited,2.69,2.35,1.14,96.95
84478,Arceus,Croagunk,Common,61/99,Normal,0.79,0.73,0.33,18.9
84478,Arceus,Croagunk,Common,61/99,Reverse Holofoil,14.71,56.05,12.1,100.0
84734,EX Ruby and Sapphire,Delcatty - 5/109,Holo Rare,5/109,Holofoil,34.19,36.59,23.99,305.0
84734,EX Ruby and Sapphire,Delcatty - 5/109,Holo Rare,5/109,Reverse Holofoil,18.88,67.5,17.55,199.99
84990,Black and White,Ducklett,Common,36/114,Normal,0.34,0.3,0.01,5.0
84990,Black and White,Ducklett,Common,36/114,Reverse Holofoil,6.46,3.39,1.14,19.98
85246,DP Trainer Kit: Manaphy & Lucario,Energy Search (Manaphy),Common,10/12,Normal,0.18,0.25,0.01,19.98
85502,Plasma Freeze,Flareon (Team Plasma),Uncommon,12/116,Normal,4.6,4.61,2.0,96.94
85502,Plasma Freeze,Flareon (Team Plasma),Uncommon,12/116,Reverse Holofoil,41.24,50.45,29.0,639.9
85758,Diamond and Pearl,Glameow,Common,83/130,Normal,0.41,0.4,0.15,19.98
85758,Diamond and Pearl,Glameow,Common,83/130,Reverse Holofoil,0.99,2.69,1.04,50.0
86014,Great Encounters,Hariyama,Uncommon,41/106,Normal,0.4,0.38,0.2,19.98
86014,Great Encounters,Hariyama,Uncommon,41/106,Reverse Holofoil,1.66,1.31,0.8,25.6
86270,Team Rocket,Imposter Oak's Revenge,Uncommon,76/82,1st Edition,16.09,17.0,5.39,79.6
86270,Team Rocket,Imposter Oak's Revenge,Uncommon,76/82,Unlimited,3.41,2.28,0.75,79.99
86526,Great Encounters,Krabby,Common,75/106,Normal,0.36,0.39,0.08,16.4
86526,Great Encounters,Krabby,Common,75/106,Reverse Holofoil,4.41,2.89,1.0,75.0
86782,Black and White,Lightning Energy,Common,108/114,Normal,4.46,4.58,4.0,67.3
87038,EX Holon Phantoms,Magikarp (Delta Species),Common,69/110,Normal,4.5,4.61,2.5,50.0
87038,EX Holon Phantoms,Magikarp (Delta Species),Common,69/110,Reverse Holofoil,171.05,249.99,119.99,1445.85
87294,HeartGold SoulSilver,Meganium (Prime),Ultra Rare,109/123,Holofoil,60.5,89.99,55.0,489.9
87550,Gym Heroes,Misty's Tentacool (32),Rare,032/132,1st Edition,16.5,15.68,12.0,179.1
87550,Gym Heroes,Misty's Tentacool (32),Rare,032/132,Unlimited,10.09,10.0,8.25,77.8
87806,EX Dragon,Numel - 69/97,Common,69/97,Normal,1.35,1.34,0.45,6.32
87806,EX Dragon,Numel - 69/97,Common,69/97,Reverse Holofoil,12.22,110.4,59.99,130.9
88062,Boundaries Crossed,Pignite,Uncommon,25/149,Normal,1.21,1.21,0.75,96.93
88062,Boundaries Crossed,Pignite,Uncommon,25/149,Reverse Holofoil,3.49,7.93,3.65,47.9
88318,Black and White Promos,Porygon-Z (Team Plasma) - BW84 (Prerelease),Promo,BW84,Holofoil,36.95,59.08,27.37,494.38
88574,Plasma Storm,Random Receiver,Ultra Rare,138/135,Holofoil,42.37,40.9,25.27,449.82
88830,Unleashed,Roserade,Rare,23/95,Normal,0.81,0.7,0.4,19.98
