productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42524,Base Set 2,Seel,Uncommon,061/130,Normal,0.86,0.77,0.23,100.0
83484,EX Crystal Guardians,Aggron ex,Ultra Rare,89/100,Holofoil,73.62,250.0,200.0,299.99
83740,EX Emerald,Battle Frontier,Uncommon,75/106,Normal,4.88,5.5,3.49,47.94
83740,EX Emerald,Battle Frontier,Uncommon,75/106,Reverse Holofoil,32.27,32.39,24.14,200.64
83996,Arceus,Bronzong (33),Uncommon,33/99,Normal,0.41,0.38,0.09,19.92
83996,Arceus,Bronzong (33),Uncommon,33/99,Reverse Holofoil,1.14,0.99,0.5,16.58
84252,Stormfront,Cherrim,Rare,14/100,Normal,3.83,3.1,1.5,41.64
84252,Stormfront,Cherrim,Rare,14/100,Reverse Holofoil,7.75,8.0,3.98,99.94
84508,Noble Victories,Crustle,Uncommon,7/101,Normal,0.54,0.45,0.15,19.92
84508,Noble Victories,Crustle,Uncommon,7/101,Reverse Holofoil,1.16,1.5,1.02,19.9
84764,EX Holon Phantoms,Deoxys (Delta Species - Normal Forme),Holo Rare,5/110,Holofoil,136.33,135.98,87.08,1499.84
84764,EX Holon Phantoms,Deoxys (Delta Species - Normal Forme),Holo Rare,5/110,Reverse Holofoil,349.99,674.99,294.99,2499.99
85020,Noble Victories,Durant,Uncommon,83/101,Normal,0.78,0.7,0.24,17.36
85020,Noble Victories,Durant,Uncommon,83/101,Reverse Holofoil,5.08,5.49,2.18,62.04
85276,Unleashed,Entei & Raikou Legend (bottom),Ultra Rare,91/95,Holofoil,150.15,170.01,159.01,264.99
85532,EX Dragon Frontiers,Flygon ex (Delta Species),Ultra Rare,92/101,Holofoil,138.46,799.99,179.99,1376.84
85788,EX Holon Phantoms,Gloom (Delta Species),Uncommon,42/110,Normal,2.53,2.53,1.24,29.64
85788,EX Holon Phantoms,Gloom (Delta Species),Uncommon,42/110,Reverse Holofoil,32.65,62.49,35.0,659.84
86044,Noble Victories,Heatmor,Uncommon,18/101,Normal,0.38,0.4,0.15,19.92
86044,Noble Victories,Heatmor,Uncommon,18/101,Reverse Holofoil,1.15,1.48,0.73,19.92
86300,EX Crystal Guardians,Ivysaur - 034/100,Uncommon,34/100,Normal,17.53,15.1,11.0,169.68
86300,EX Crystal Guardians,Ivysaur - 034/100,Uncommon,34/100,Reverse Holofoil,48.11,732.74,80.0,801.42
86556,EX Hidden Legends,Kyogre ex,Ultra Rare,94/101,Holofoil,250.0,210.08,189.99,1504.94
86812,Plasma Storm,Litwick,Common,21/135,Normal,0.35,0.35,0.1,13.96
86812,Plasma Storm,Litwick,Common,21/135,Reverse Holofoil,1.02,1.29,0.8,19.92
87068,Team Rocket,Magnemite,Common,60/82,1st Edition,1.64,1.99,0.9,9999.0
87068,Team Rocket,Magnemite,Common,60/82,Unlimited,0.63,0.53,0.24,30.0
87324,HGSS Trainer Kit: Gyarados & Raichu,Meowth (#12),Common,12/30,Normal,1.92,1.99,0.95,19.92
87580,Secret Wonders,Mothim,Rare,33/132,Normal,1.23,1.12,0.5,19.92
87580,Secret Wonders,Mothim,Rare,33/132,Reverse Holofoil,2.26,2.42,1.51,19.86
88092,POP Series 9,Pikachu,Common,015/017,Normal,21.08,19.7,12.99,4317.97
88348,Boundaries Crossed,Potion,Common,132/149,Normal,0.18,0.2,0.03,19.92
88348,Boundaries Crossed,Potion,Common,132/149,Reverse Holofoil,0.42,0.62,0.25,19.92
88604,Secret Wonders,Raticate,Uncommon,61/132,Normal,0.44,0.42,0.2,19.92
88604,Secret Wonders,Raticate,Uncommon,61/132,Reverse Holofoil,1.6,2.59,1.11,25.14
88860,Gym Challenge,Sabrina (20),Holo Rare,020/132,1st Edition Holofoil,129.97,305.0,144.0,399.94
88860,Gym Challenge,Sabrina (20),Holo Rare,020/132,Unlimited Holofoil,77.61,86.98,53.28,462.04
89116,Diamond and Pearl Promos,Shaymin LV.X - DP39,Promo,DP39,Holofoil,48.38,247.57,39.99,351.9
89372,Next Destinies,Sneasel,Common,69/99,Normal,0.23,0.25,0.1,19.92
89372,Next Destinies,Sneasel,Common,69/99,Reverse Holofoil,1.53,1.03,0.4,19.92
89628,Neo Genesis,Super Energy Retrieval,Rare,089/111,1st Edition,3.4,3.49,2.16,35.44
89628,Neo Genesis,Super Energy Retrieval,Rare,089/111,Unlimited,2.39,2.07,0.93,19.92
89884,Boundaries Crossed,Tepig,Common,24/149,Normal,0.41,0.43,0.25,16.1
89884,Boundaries Crossed,Tepig,Common,24/149,Reverse Holofoil,5.7,5.1,1.58,79.94
90140,Skyridge,Umbreon (H30),Holo Rare,H30/H32,,,,,
90396,EX Sandstorm,Volbeat,Uncommon,53/100,Normal,2.32,2.99,1.0,26.64
90396,EX Sandstorm,Volbeat,Uncommon,53/100,Reverse Holofoil,21.0,42.34,17.45,462.94
90652,Platinum,Wurmple,Common,103/127,Normal,4.26,4.56,1.74,19.92
90652,Platinum,Wurmple,Common,103/127,Reverse Holofoil,19.76,23.48,10.25,272.94
91164,XY - Flashfire,Avalugg,Uncommon,31/106,Normal,0.27,0.27,0.08,19.99
91164,XY - Flashfire,Avalugg,Uncommon,31/106,Reverse Holofoil,0.81,0.77,0.45,19.92
94236,XY - Phantom Forces,Swalot,Rare,38/119,Normal,1.34,1.37,0.99,19.92
94236,XY - Phantom Forces,Swalot,Rare,38/119,Reverse Holofoil,4.55,4.99,2.36,40.64
96028,XY - Primal Clash,Gardevoir Spirit Link,Uncommon,130/160,Normal,0.34,0.34,0.15,19.92
96028,XY - Primal Clash,Gardevoir Spirit Link,Uncommon,130/160,Reverse Holofoil,0.95,0.78,0.29,19.92
97052,Double Crisis,Team Aqua's Kyogre EX,Ultra Rare,6/34,Holofoil,581.73,595.95,400.0,1499.98
97820,XY - Primal Clash,Flygon EX Box,,,Normal,,524.0,524.0,524.0
98076,XY - Roaring Skies,Absol,Holo Rare,40/108,Holofoil,1.27,1.19,0.56,3.34
98076,XY - Roaring Skies,Absol,Holo Rare,40/108,Reverse Holofoil,1.23,1.25,0.56,19.92
98332,XY Trainer Kit: Latias & Latios,Lotad (#11),Common,11/30,Normal,0.56,0.52,0.21,21.97
98588,Stormfront,Stormfront Booster Box,,,,,,,
106524,Fossil,Hypno (8),Holo Rare,08/62,1st Edition Holofoil,91.39,89.98,54.99,567.44
106524,Fossil,Hypno (8),Holo Rare,08/62,Unlimited Holofoil,42.91,27.99,18.99,307.48
107036,Base Set (Shadowless),Porygon,Uncommon,039/102,1st Edition,33.89,25.5,21.41,499.99
107036,Base Set (Shadowless),Porygon,Uncommon,039/102,Unlimited,8.18,7.2,3.45,96.95
113692,Generations,Haunter,Uncommon,34/83,Normal,0.79,0.71,0.28,33.99
113692,Generations,Haunter,Uncommon,34/83,Reverse Holofoil,6.2,4.52,2.8,96.95
117276,XY - BREAKthrough,BREAKthrough Collector Pin 3 Pack Blister [Mega Swampert],,,,,,,
117788,XY - Fates Collide,Weezing,Uncommon,28/124,Normal,0.3,0.29,0.01,2.99
117788,XY - Fates Collide,Weezing,Uncommon,28/124,Reverse Holofoil,0.62,0.65,0.35,19.92
118812,XY Trainer Kit: Pikachu Libre & Suicune,Taillow,Common,7/30,Normal,0.24,0.25,0.15,19.92
127004,SM Base Set,Switch,Uncommon,132/149,Normal,0.14,0.2,0.01,6.2
127004,SM Base Set,Switch,Uncommon,132/149,Reverse Holofoil,0.21,0.25,0.05,16.82
131868,Jumbo Cards,Kingdra EX - 73/124,Promo,073/124,Holofoil,6.44,7.71,4.99,89.44
138524,SM - Burning Shadows,Electabuzz,Uncommon,42/147,Normal,0.18,0.2,0.04,19.92
138524,SM - Burning Shadows,Electabuzz,Uncommon,42/147,Reverse Holofoil,0.33,0.35,0.15,17.74
144668,Blister Exclusives,Gallade - 61/135 (Cosmos Holo),Promo,061/135,Holofoil,11.59,14.99,4.0,268.57
146716,Shining Legends,Zoroark GX (Secret),Secret Rare,77/73,Holofoil,27.6,26.67,16.63,154.74
152604,SM Promos,Silvally GX - SM91,Promo,SM91,Holofoil,4.94,4.64,2.74,9999.0
152860,SM Trainer Kit: Lycanroc & Alolan Raichu,Psychic Energy (#27),Common,27/30,Normal,0.13,0.15,0.04,19.92
157724,SM - Ultra Prism,Lopunny,Uncommon,107/156,Reverse Holofoil,1.32,1.22,0.5,19.92
157724,SM - Ultra Prism,Lopunny,Uncommon,107/156,Normal,0.4,0.4,0.19,5.3
165660,SM - Forbidden Light,Heatran,Rare,13/131,Normal,0.32,0.33,0.1,14.92
165660,SM - Forbidden Light,Heatran,Rare,13/131,Reverse Holofoil,0.48,0.49,0.22,19.92
168220,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Great Ball (25) (Alolan Sandslash Half-Deck),Uncommon,119/149,Normal,0.24,0.25,0.09,19.92
178972,SM - Lost Thunder,Tapu Fini,Holo Rare,151/214,Reverse Holofoil,4.81,5.0,3.49,96.95
178972,SM - Lost Thunder,Tapu Fini,Holo Rare,151/214,Holofoil,4.55,4.65,2.99,42.26
183836,SM - Team Up,Nidorino,Uncommon,58/181,Reverse Holofoil,0.47,0.5,0.2,1.88
183836,SM - Team Up,Nidorino,Uncommon,58/181,Normal,0.28,0.25,0.09,2.99
186908,Miscellaneous Cards & Products,Jolteon - 26/98 (Cosmos Holo),Promo,026/098,Holofoil,11.26,11.02,4.25,53.04
189212,SM - Unbroken Bonds,Spiritomb,Holo Rare,112/214,Holofoil,3.48,3.41,1.5,31.84
189212,SM - Unbroken Bonds,Spiritomb,Holo Rare,112/214,Reverse Holofoil,3.57,3.57,2.79,7.99
193052,SM - Unified Minds,Unified Minds Elite Trainer Box,,,Normal,1719.9,5000.0,5000.0,5000.0
195100,SM - Unified Minds,Honchkrow,Rare,130/236,Normal,0.81,0.83,0.4,19.92
195100,SM - Unified Minds,Honchkrow,Rare,130/236,Reverse Holofoil,4.56,10.0,4.56,20.0
195612,SM - Unified Minds,Unified Minds Prerelease Kit,,,Normal,349.98,399.99,349.98,499.99
197660,Hidden Fates,Gyarados GX,Ultra Rare,16/68,Holofoil,6.15,6.55,4.0,126.2
201244,SM - Cosmic Eclipse,Jolteon,Uncommon,70/236,Normal,0.76,0.84,0.25,18.92
201244,SM - Cosmic Eclipse,Jolteon,Uncommon,70/236,Reverse Holofoil,5.76,5.65,2.75,103.8
208412,SWSH01: Sword & Shield Base Set,Baltoy (102),Common,102/202,Reverse Holofoil,0.2,0.25,0.05,19.92
208412,SWSH01: Sword & Shield Base Set,Baltoy (102),Common,102/202,Normal,0.05,0.15,0.01,19.92
209436,Team Rocket,Team Rocket Booster Box [1st Edition],,,,,,,
210204,Miscellaneous Cards & Products,Tyrantrum - 62/111 (Cosmos Holo),Promo,062/111,Holofoil,18.44,10.48,6.0,147.3
213020,League & Championship Cards,Solrock - 64/146 (Pokemon League) [4th Place],Promo,064/146,Reverse Holofoil,11.0,9.99,4.65,54.94
213276,SWSH02: Rebel Clash,Sonia (Full Art),Ultra Rare,192/192,Holofoil,21.97,23.15,18.39,129.99
216860,SWSH03: Darkness Ablaze,Darkness Ablaze Single Pack Blister [Pikachu],,,Normal,34.09,59.99,39.99,100.0
219164,Battle Academy,Switch - 132/149 (#36 Pikachu Stamped),Promo,132/149,Normal,0.36,0.36,0.05,19.92
219420,SWSH03: Darkness Ablaze,Deino,Common,108/189,Normal,0.17,0.18,0.01,19.92
219420,SWSH03: Darkness Ablaze,Deino,Common,108/189,Reverse Holofoil,0.13,0.25,0.06,19.92
223004,Champion's Path,Sizzlipede,Common,09/73,Normal,0.14,0.15,0.01,2.0
223004,Champion's Path,Sizzlipede,Common,09/73,Reverse Holofoil,0.17,0.25,0.06,2.0
226588,SWSH04: Vivid Voltage,Lugia,Holo Rare,132/185,Holofoil,1.35,1.65,0.35,25.8
226588,SWSH04: Vivid Voltage,Lugia,Holo Rare,132/185,Reverse Holofoil,1.8,1.8,0.88,32.2
231452,First Partner Pack,Chespin,Promo,XY01,Normal,1.72,2.02,1.52,40.14
232476,Shining Fates: Shiny Vault,Copperajah,Shiny Holo Rare,SV091/SV122,Holofoil,1.88,1.98,1.0,34.6
234268,SWSH05: Battle Styles,Rapid Strike Urshifu VMAX,Ultra Rare,088/163,Holofoil,1.54,1.75,0.95,27.4
241692,SWSH06: Chilling Reign,Walrein,Rare,039/198,Normal,0.22,0.22,0.03,999.0
241692,SWSH06: Chilling Reign,Walrein,Rare,039/198,Reverse Holofoil,0.31,0.31,0.12,999.0
246812,SWSH07: Evolving Skies,Metal Energy (Secret),Secret Rare,237/203,Holofoil,11.63,12.0,9.85,234.8
253212,SWSH08: Fusion Strike,Simipour,Uncommon,069/264,Reverse Holofoil,0.24,0.25,0.1,19.92
253212,SWSH08: Fusion Strike,Simipour,Uncommon,069/264,Normal,0.07,0.15,0.01,2.99
263708,SWSH09: Brilliant Stars,Magmortar,Rare,020/172,Normal,0.21,0.25,0.02,19.92
263708,SWSH09: Brilliant Stars,Magmortar,Rare,020/172,Reverse Holofoil,0.38,0.35,0.1,6.0
266524,SM - Unified Minds,Code Card - Power Partnership Tin [Garchomp & Giratina GX],Code Card,,Normal,0.3,0.5,0.15,8.0
267036,SM Base Set,Sun & Moon Booster Pack Art Bundle [Set of 5],,,Normal,129.34,116.98,112.91,175.0
272412,SWSH10: Astral Radiance,Beedrill V (Full Art),Ultra Rare,160/189,Holofoil,4.48,4.48,2.95,87.0
277020,Pokemon GO,Spark (Secret),Secret Rare,085/078,Holofoil,8.67,9.0,6.63,173.6
277788,Pokemon GO,Bidoof (Peelable Ditto),Common,059/078,Reverse Holofoil,17.59,19.28,14.75,196.92
280348,XY - BREAKthrough,Code Card - Mega Mewtwo Collection [Mega Mewtwo X],Code Card,,Normal,,0.99,0.65,3.0
283932,SWSH11: Lost Origin,Rotom V,Ultra Rare,058/196,Holofoil,0.85,0.96,0.25,14.0
284956,Deck Exclusives,Hisuian Sneasel - 092/189 (Cosmos Holo),Promo,092/189,Holofoil,0.36,0.4,0.14,19.92
475420,SV01: Scarlet & Violet Base Set,Miraidon ex - 081/198,Double Rare,081/198,Holofoil,0.62,0.8,0.34,19.99
477468,SWSH: Crown Zenith,Hatterene VMAX,Ultra Rare,066/159,Holofoil,1.84,2.0,1.0,999.0
477980,World Championship Decks,Water Energy - 2006 (Jimmy Ballard),Common,,Normal,4.79,5.75,4.49,47.94
479516,World Championship Decks,Budew - 2007 (Jun Hasebe),Uncommon,43/130,Normal,9.33,9.45,7.32,149.84
479772,World Championship Decks,Croagunk - 2008 (Tristan Robinson),Common,60/100,Normal,2.18,1.99,0.85,34.84
480028,World Championship Decks,Double Colorless Energy - 2010 (Michael Pramawat),Uncommon,103/123,Normal,10.36,15.33,10.36,23.0
481820,World Championship Decks,Xerosic - 2016 (Shintaro Ito),Uncommon,110/119,Normal,0.24,0.35,0.24,19.92
