productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42421,Base Set,Lass,Rare,075/102,Normal,3.77,2.23,1.08,33.2
83637,Rising Rivals,Aron,Common,57/111,Normal,0.56,0.5,0.19,17.76
83637,Rising Rivals,Aron,Common,57/111,Reverse Holofoil,3.37,4.39,2.49,84.9
83893,Secret Wonders,Blastoise,Holo Rare,2/132,Holofoil,100.78,74.83,59.0,1237.8
83893,Secret Wonders,Blastoise,Holo Rare,2/132,Reverse Holofoil,109.99,418.0,46.99,4242.76
84149,EX Crystal Guardians,Celebi Star,Ultra Rare,100/100,Holofoil,750.0,1850.0,1300.0,2499.99
84405,POP Series 3,Combusken,Uncommon,007/017,Normal,25.72,134.72,13.99,232.43
84661,EX Team Rocket Returns,Dark Tyranitar - 019/109,Rare,19/109,Normal,77.42,69.99,41.25,224.87
84661,EX Team Rocket Returns,Dark Tyranitar - 019/109,Rare,19/109,Reverse Holofoil,226.76,90.0,89.98,111.52
84917,EX Delta Species,Dragonite (Delta Species),Holo Rare,3/113,Holofoil,377.19,512.5,415.04,794.99
84917,EX Delta Species,Dragonite (Delta Species),Holo Rare,3/113,Reverse Holofoil,399.95,1750.0,1149.99,2000.0
85173,EX Dragon Frontiers,Elekid (Delta Species),Common,48/101,Normal,1.39,1.0,0.27,19.99
85173,EX Dragon Frontiers,Elekid (Delta Species),Common,48/101,Reverse Holofoil,21.87,22.43,13.5,209.9
85429,Emerging Powers,Ferrothorn (73),Uncommon,73/98,Normal,0.43,0.45,0.13,17.86
85429,Emerging Powers,Ferrothorn (73),Uncommon,73/98,Reverse Holofoil,0.66,0.68,0.39,15.54
85685,Legendary Collection,Geodude,Common,077/110,Normal,0.93,0.61,0.25,19.76
85685,Legendary Collection,Geodude,Common,077/110,Reverse Holofoil,94.99,94.99,94.98,444.0
85941,Great Encounters,Grovyle,Uncommon,40/106,Normal,0.86,0.73,0.23,19.98
85941,Great Encounters,Grovyle,Uncommon,40/106,Reverse Holofoil,11.91,41.6,41.6,67.98
86197,Neo Discovery,Houndoom (4),Holo Rare,04/75,1st Edition Holofoil,190.0,350.0,294.99,599.99
86197,Neo Discovery,Houndoom (4),Holo Rare,04/75,Unlimited Holofoil,87.72,100.0,70.0,719.9
86453,Expedition,Kingler (15),Holo Rare,015/165,Holofoil,63.94,174.99,99.99,200.0
86453,Expedition,Kingler (15),Holo Rare,015/165,Reverse Holofoil,50.32,299.98,199.99,399.99
86709,Undaunted,Legend Box,Uncommon,75/90,Normal,0.35,0.37,0.15,19.98
86709,Undaunted,Legend Box,Uncommon,75/90,Reverse Holofoil,0.97,1.35,1.0,28.1
86965,Diamond and Pearl,Machamp,Rare,31/130,Normal,4.5,3.31,2.0,49.99
86965,Diamond and Pearl,Machamp,Rare,31/130,Reverse Holofoil,11.91,30.14,5.0,99.9
87221,HGSS Trainer Kit: Gyarados & Raichu,Marill (#24),Common,24/30,Normal,1.27,1.11,0.76,19.98
87477,Dragons Exalted,Minccino,Common,109/124,Normal,0.35,0.38,0.16,18.72
87477,Dragons Exalted,Minccino,Common,109/124,Reverse Holofoil,1.28,19.98,19.98,21.98
87733,Legendary Collection,Nidorina,Uncommon,055/110,Normal,1.43,1.4,0.75,25.1
87733,Legendary Collection,Nidorina,Uncommon,055/110,Reverse Holofoil,149.99,144.95,140.0,1499.9
87989,EX Holon Phantoms,Persian (Delta Species),Uncommon,48/110,Normal,5.25,5.44,2.89,74.3
87989,EX Holon Phantoms,Persian (Delta Species),Uncommon,48/110,Reverse Holofoil,129.99,117.5,50.0,600.0
88245,EX Crystal Guardians,Pokenav,Uncommon,83/100,Normal,0.5,0.47,0.08,5.0
88245,EX Crystal Guardians,Pokenav,Uncommon,83/100,Reverse Holofoil,2.53,2.78,0.9,37.1
88501,Expedition,Raichu (25),Holo Rare,025/165,Holofoil,174.99,399.99,389.99,599.99
88501,Expedition,Raichu (25),Holo Rare,025/165,Reverse Holofoil,199.99,220.0,189.0,399.99
88757,Unleashed,Riolu,Common,60/95,Normal,0.38,0.37,0.13,19.86
88757,Unleashed,Riolu,Common,60/95,Reverse Holofoil,19.99,22.9,15.99,164.2
89013,EX Dragon,Seadra - 40/97,Uncommon,40/97,Normal,1.36,1.02,0.25,5.54
89013,EX Dragon,Seadra - 40/97,Uncommon,40/97,Reverse Holofoil,12.87,133.55,59.99,139.9
