productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42557,Base Set 2,Super Energy Removal,Rare,108/130,Normal,3.15,2.52,1.0,17.24
83517,Platinum,Altaria,Rare,18/127,Normal,4.97,4.71,1.17,33.2
83517,Platinum,Altaria,Rare,18/127,Reverse Holofoil,7.39,5.61,3.99,10.0
83773,Plasma Freeze,Beedrill,Rare,3/116,Normal,0.95,0.91,0.25,19.99
83773,Plasma Freeze,Beedrill,Rare,3/116,Reverse Holofoil,3.13,3.32,1.11,29.44
84029,EX FireRed & LeafGreen,Bulbasaur - 054/112,Common,54/112,Normal,16.05,16.02,9.65,197.06
84029,EX FireRed & LeafGreen,Bulbasaur - 054/112,Common,54/112,Reverse Holofoil,137.5,249.99,107.0,827.22
84285,Majestic Dawn,Chimchar (57),Common,57/100,Normal,1.09,0.87,0.5,19.92
84285,Majestic Dawn,Chimchar (57),Common,57/100,Reverse Holofoil,6.6,64.27,8.0,67.03
84541,EX Power Keepers,Cyclone Energy,Uncommon,90/108,Normal,1.54,1.53,0.45,33.0
84541,EX Power Keepers,Cyclone Energy,Uncommon,90/108,Reverse Holofoil,8.5,42.81,39.5,62.14
84797,McDonald's Promos 2012,Dewott - 5/12,Promo,005/012,Holofoil,8.33,9.74,3.99,99.94
85053,Stormfront,Duskull (60),Common,60/100,Normal,1.79,1.87,0.51,5.0
85053,Stormfront,Duskull (60),Common,60/100,Reverse Holofoil,19.95,20.0,16.59,21.58
85309,Gym Heroes,Erika's Vileplume,Holo Rare,005/132,1st Edition Holofoil,86.48,274.97,68.99,599.94
85309,Gym Heroes,Erika's Vileplume,Holo Rare,005/132,Unlimited Holofoil,27.84,27.9,17.0,312.64
85565,Boundaries Crossed,Frillish,Common,44/149,Normal,0.31,0.3,0.15,19.92
85565,Boundaries Crossed,Frillish,Common,44/149,Reverse Holofoil,0.99,1.0,0.5,19.92
85821,Expedition,Golem (14),Holo Rare,014/165,Holofoil,53.19,215.0,139.99,1670.62
85821,Expedition,Golem (14),Holo Rare,014/165,Reverse Holofoil,29.59,46.83,20.86,309.74
86077,POP Series 3,High Pressure System,Uncommon,010/017,Normal,4.98,6.48,4.89,11.49
86333,Plasma Blast,Jirachi EX,Ultra Rare,60/101,Holofoil,28.14,36.99,29.99,349.94
86589,Plasma Storm,Lampent,Uncommon,22/135,Normal,0.28,0.28,0.15,19.92
86589,Plasma Storm,Lampent,Uncommon,22/135,Reverse Holofoil,1.54,2.95,0.95,25.44
86845,Plasma Storm,Loudred,Uncommon,106/135,Normal,0.39,0.39,0.15,18.36
86845,Plasma Storm,Loudred,Uncommon,106/135,Reverse Holofoil,1.21,1.25,0.63,19.92
87101,EX Dragon,Magneton - 35/97,Uncommon,35/97,Normal,0.55,0.58,0.2,19.92
87101,EX Dragon,Magneton - 35/97,Uncommon,35/97,Reverse Holofoil,28.53,29.99,8.93,288.34
87357,EX Emerald,Metal Energy (Special),Rare,88/106,Normal,1.27,1.99,0.75,19.92
87357,EX Emerald,Metal Energy (Special),Rare,88/106,Reverse Holofoil,11.48,73.54,24.64,122.44
87613,POP Series 4,Mudkip,Common,011/017,Normal,37.24,56.41,26.77,369.74
87613,POP Series 4,Mudkip,Common,011/017,Holofoil,88.57,39.99,38.97,88.79
87869,EX Power Keepers,Omastar,Rare,20/108,Normal,1.72,1.0,0.7,25.14
87869,EX Power Keepers,Omastar,Rare,20/108,Reverse Holofoil,22.5,13.4,5.95,1248.06
88125,Skyridge,Pineco (86),Common,086/144,Normal,14.94,20.0,14.94,59.99
88125,Skyridge,Pineco (86),Common,086/144,Reverse Holofoil,32.99,329.84,39.51,599.84
88381,EX Ruby and Sapphire,Professor Birch,Uncommon,89/109,Normal,0.47,0.42,0.17,19.92
88381,EX Ruby and Sapphire,Professor Birch,Uncommon,89/109,Reverse Holofoil,3.61,3.55,1.99,47.44
88637,Undaunted,Rayquaza & Deoxys Legend (Bottom),Ultra Rare,90/90,Holofoil,414.3,499.99,270.3,2994.54
88893,Undaunted,Sage's Training,Uncommon,77/90,Normal,0.34,0.3,0.07,19.92
88893,Undaunted,Sage's Training,Uncommon,77/90,Reverse Holofoil,4.99,8.16,6.51,43.54
89149,Mysterious Treasures,Shieldon,Uncommon,63/123,Normal,0.42,0.4,0.08,19.92
89149,Mysterious Treasures,Shieldon,Uncommon,63/123,Reverse Holofoil,2.96,3.45,1.0,37.94
89405,Mysterious Treasures,Snover,Common,101/123,Normal,0.43,0.35,0.15,20.0
89405,Mysterious Treasures,Snover,Common,101/123,Reverse Holofoil,0.59,0.7,0.29,19.92
89661,Dragons Exalted,Swablu (104),Uncommon,104/124,Normal,0.72,0.72,0.49,19.92
