productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42502,Base Set 2,Snorlax,Rare,030/130,Normal,28.75,26.51,13.0,4317.61
83462,XY Base Set,Aegislash (85),Rare,85/146,Normal,0.64,0.6,0.28,19.99
83462,XY Base Set,Aegislash (85),Rare,85/146,Reverse Holofoil,1.24,1.24,0.5,95.93
83718,Dragons Exalted,Baltoy,Common,63/124,Normal,0.21,0.25,0.05,19.94
83718,Dragons Exalted,Baltoy,Common,63/124,Reverse Holofoil,0.76,0.8,0.25,19.94
83974,Gym Heroes,Brock's Onix (21),Rare,021/132,1st Edition,16.46,21.2,8.66,210.29
83974,Gym Heroes,Brock's Onix (21),Rare,021/132,Unlimited,8.64,8.03,7.11,96.95
84230,EX Power Keepers,Charmeleon,Uncommon,28/108,Normal,1.77,1.59,0.69,19.94
84230,EX Power Keepers,Charmeleon,Uncommon,28/108,Reverse Holofoil,49.99,74.83,40.0,989.96
84486,EX Hidden Legends,Crobat,Holo Rare,3/101,Holofoil,25.05,95.74,28.5,249.86
84486,EX Hidden Legends,Crobat,Holo Rare,3/101,Reverse Holofoil,21.07,27.99,19.99,240.46
84742,Boundaries Crossed,Delcatty,Uncommon,114/149,Normal,0.54,0.4,0.15,19.94
84742,Boundaries Crossed,Delcatty,Uncommon,114/149,Reverse Holofoil,1.18,1.74,0.48,19.94
84998,Expedition,Dugtrio (44),Rare,044/165,Normal,13.67,16.9,10.68,188.96
84998,Expedition,Dugtrio (44),Rare,044/165,Reverse Holofoil,45.0,35.0,28.99,249.96
85254,EX FireRed & LeafGreen,Energy Switch,Uncommon,90/112,Normal,2.09,1.99,1.04,19.94
85254,EX FireRed & LeafGreen,Energy Switch,Uncommon,90/112,Reverse Holofoil,15.16,17.69,10.57,180.86
85510,Plasma Freeze,Float Stone,Uncommon,99/116,Normal,7.21,7.36,6.0,52.64
85510,Plasma Freeze,Float Stone,Uncommon,99/116,Reverse Holofoil,9.17,8.9,7.7,80.76
85766,Legends Awakened,Gligar (94),Common,94/146,Normal,0.34,0.35,0.05,18.02
85766,Legends Awakened,Gligar (94),Common,94/146,Reverse Holofoil,6.35,3.62,2.0,45.06
86022,Legendary Collection,Haunter,Uncommon,046/110,Normal,5.24,5.93,2.87,42.96
86022,Legendary Collection,Haunter,Uncommon,046/110,Reverse Holofoil,249.17,580.0,459.0,599.99
