productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42468,Base Set 2,Dugtrio,Rare,023/130,Normal,4.19,3.75,1.7,96.95
83684,Diamond and Pearl,Azumarill,Rare,18/130,Normal,3.23,2.19,1.12,43.6
83684,Diamond and Pearl,Azumarill,Rare,18/130,Reverse Holofoil,7.33,19.98,6.0,43.1
83940,EX Dragon Frontiers,Boost Energy,Uncommon,87/101,Normal,1.25,1.28,0.7,26.9
83940,EX Dragon Frontiers,Boost Energy,Uncommon,87/101,Reverse Holofoil,5.57,4.99,2.61,62.6
84196,Legendary Collection,Charizard,Holo Rare,003/110,Holofoil,429.57,708.73,499.99,899.99
84196,Legendary Collection,Charizard,Holo Rare,003/110,Reverse Holofoil,1399.31,6249.5,5500.0,6999.0
84452,EX Legend Maker,Cradily,Holo Rare,3/92,Holofoil,12.22,20.05,10.0,104.0
84452,EX Legend Maker,Cradily,Holo Rare,3/92,Reverse Holofoil,23.46,24.0,8.0,29.99
84708,Legendary Treasures,Darkrai EX,Ultra Rare,88/113,Holofoil,31.39,37.67,18.0,580.48
84964,Emerging Powers,Drilbur (54),Uncommon,54/98,Normal,0.41,0.38,0.15,15.16
84964,Emerging Powers,Drilbur (54),Uncommon,54/98,Reverse Holofoil,0.61,0.64,0.49,19.98
85220,EX Ruby and Sapphire,Energy Removal 2,Uncommon,80/109,Normal,0.5,0.49,0.19,17.18
85220,EX Ruby and Sapphire,Energy Removal 2,Uncommon,80/109,Reverse Holofoil,3.7,3.39,1.5,34.4
85476,EX Dragon,Flaaffy,Uncommon,27/97,Normal,4.79,5.0,3.75,96.94
85476,EX Dragon,Flaaffy,Uncommon,27/97,Reverse Holofoil,15.92,65.0,12.99,149.8
85732,HeartGold SoulSilver,Girafarig,Common,64/123,Normal,1.79,1.05,0.35,19.98
85732,HeartGold SoulSilver,Girafarig,Common,64/123,Reverse Holofoil,10.0,5.75,1.94,109.8
85988,Skyridge,Gyarados (11),Rare,011/144,Normal,199.99,206.6,184.66,1999.5
85988,Skyridge,Gyarados (11),Rare,011/144,Reverse Holofoil,714.87,500.0,500.0,500.0
86244,Plasma Freeze,Hydreigon (Team Plasma),Holo Rare,78/116,Holofoil,8.54,10.7,5.98,64.9
86244,Plasma Freeze,Hydreigon (Team Plasma),Holo Rare,78/116,Reverse Holofoil,16.54,24.0,7.0,124.5
86500,Plasma Storm,Koffing (56),Common,56/135,Normal,0.28,0.28,0.1,19.98
86500,Plasma Storm,Koffing (56),Common,56/135,Reverse Holofoil,1.06,1.09,0.43,19.98
86756,Neo Genesis,Lightning Energy,Common,109/111,1st Edition,1.03,0.99,0.5,16.72
86756,Neo Genesis,Lightning Energy,Common,109/111,Unlimited,0.49,0.4,0.15,19.98
87012,Neo Revelation,Magcargo,Uncommon,33/64,1st Edition,6.67,6.32,2.72,178.57
87012,Neo Revelation,Magcargo,Uncommon,33/64,Unlimited,3.93,1.51,0.4,95.09
87268,Gym Challenge,Max Revive,Uncommon,117/132,1st Edition,4.17,4.15,1.65,96.58
87268,Gym Challenge,Max Revive,Uncommon,117/132,Unlimited,3.15,3.0,1.18,96.95
87524,Gym Heroes,Misty (102),Rare,102/132,1st Edition,28.81,28.81,20.03,399.5
87524,Gym Heroes,Misty (102),Rare,102/132,Unlimited,6.24,5.89,3.98,79.62
87780,Legendary Treasures,Ninetales,Rare,21/113,Normal,2.72,1.33,0.68,19.98
87780,Legendary Treasures,Ninetales,Rare,21/113,Reverse Holofoil,19.13,18.37,10.58,28.99
88036,EX Holon Phantoms,Pidgeot (Delta Species),Holo Rare,14/110,Holofoil,47.57,57.66,31.99,439.8
88036,EX Holon Phantoms,Pidgeot (Delta Species),Holo Rare,14/110,Reverse Holofoil,85.74,56.24,40.56,99.99
88292,Triumphant,Ponyta,Common,72/102,Normal,1.34,1.15,0.5,20.87
88292,Triumphant,Ponyta,Common,72/102,Reverse Holofoil,3.62,5.83,3.46,49.99
88548,HeartGold SoulSilver,Rainbow Energy,Uncommon,104/123,Normal,1.95,1.91,1.0,3.06
88548,HeartGold SoulSilver,Rainbow Energy,Uncommon,104/123,Reverse Holofoil,9.02,11.35,8.53,139.7
88804,Boundaries Crossed,Rocky Helmet (Secret),Secret Rare,153/149,Holofoil,39.66,40.48,27.57,429.9
89060,Plasma Freeze,Seismitoad (Team Plasma),Rare,26/116,Normal,0.64,0.68,0.24,16.16
89060,Plasma Freeze,Seismitoad (Team Plasma),Rare,26/116,Reverse Holofoil,4.18,3.81,2.0,60.0
89316,Great Encounters,Slowking,Rare,28/106,Normal,3.26,3.48,1.25,29.99
89316,Great Encounters,Slowking,Rare,28/106,Reverse Holofoil,18.88,29.35,11.99,149.99
89572,Boundaries Crossed,Stoutland,Holo Rare,122/149,Holofoil,6.15,7.26,3.2,59.9
89572,Boundaries Crossed,Stoutland,Holo Rare,122/149,Reverse Holofoil,6.06,9.99,8.54,60.0
89828,EX Team Magma vs Team Aqua,Team Magma's Houndoom - 10/95,Holo Rare,10/95,Holofoil,158.18,300.0,150.0,1492.5
89828,EX Team Magma vs Team Aqua,Team Magma's Houndoom - 10/95,Holo Rare,10/95,Reverse Holofoil,61.99,384.82,80.0,689.64
90084,POP Series 2,TV Reporter,Uncommon,011/017,Normal,5.28,4.6,2.88,40.3
90340,EX Holon Phantoms,Vibrava (Delta Species),Uncommon,54/110,Normal,2.03,1.99,1.09,24.9
90340,EX Holon Phantoms,Vibrava (Delta Species),Uncommon,54/110,Reverse Holofoil,64.85,64.84,51.0,69.99
90596,EX FireRed & LeafGreen,Wigglytuff,Uncommon,52/112,Normal,7.03,12.7,7.0,65.2
90596,EX FireRed & LeafGreen,Wigglytuff,Uncommon,52/112,Reverse Holofoil,30.49,289.96,49.95,399.99
95972,XY - Primal Clash,Rhyhorn,Common,74/160,Normal,0.17,0.2,0.04,16.52
95972,XY - Primal Clash,Rhyhorn,Common,74/160,Reverse Holofoil,0.47,0.5,0.25,4.99
96484,XY Promos,Champions Festival - XY27 (2014 Champion),Promo,XY27,,,,,
97764,Double Crisis,Double Crisis: Team Magma Blister,,,Normal,1999.0,2399.99,2399.99,2399.99
98020,XY Trainer Kit: Sylveon & Noivern,Noibat (#23),Common,23/30,Normal,5.13,5.13,1.0,61.9
98532,EX Dragon Frontiers,Dragon Frontiers Booster Box,,,,,,,
106212,XY - Ancient Origins,Powers Beyond Tin [Rayquaza EX],,,,,,,
106980,Jungle,Electrode (18),Rare,18/64,1st Edition,50.59,46.26,25.01,254.4
106980,Jungle,Electrode (18),Rare,18/64,Unlimited,8.32,5.96,2.99,96.95
107236,XY - BREAKthrough,Snorlax,Uncommon,118/162,Normal,8.29,7.53,2.9,100.0
107236,XY - BREAKthrough,Snorlax,Uncommon,118/162,Reverse Holofoil,17.88,19.75,9.18,189.8
