productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42394,Base Set,Gastly,Common,050/102,Normal,1.04,0.66,0.11,18.7
44442,Fossil,Omastar,Uncommon,40/62,1st Edition,6.38,5.0,1.49,106.65
44442,Fossil,Omastar,Uncommon,40/62,Unlimited,1.36,0.77,0.25,19.99
83610,Dark Explorers,Archeops,Secret Rare,110/108,Holofoil,125.74,249.99,200.0,299.98
83866,Gym Challenge,Blaine's Doduo,Common,061/132,1st Edition,2.07,2.25,1.25,34.97
83866,Gym Challenge,Blaine's Doduo,Common,061/132,Unlimited,0.67,0.66,0.4,18.78
84122,Platinum,Cascoon,Uncommon,44/127,Normal,0.92,0.75,0.3,2.19
84122,Platinum,Cascoon,Uncommon,44/127,Reverse Holofoil,2.96,9.86,2.96,53.0
84378,Noble Victories,Cobalion,Holo Rare,84/101,Holofoil,1.57,1.63,1.0,27.4
84378,Noble Victories,Cobalion,Holo Rare,84/101,Reverse Holofoil,1.81,1.91,1.22,28.6
84634,Neo Destiny,Dark Omanyte,Uncommon,037/105,1st Edition,14.01,19.0,10.0,90.1
84634,Neo Destiny,Dark Omanyte,Uncommon,037/105,Unlimited,5.41,29.09,4.79,96.95
84890,Diamond and Pearl,Double Full Heal,Uncommon,105/130,Normal,0.32,0.3,0.01,19.98
84890,Diamond and Pearl,Double Full Heal,Uncommon,105/130,Reverse Holofoil,1.17,1.79,0.51,19.98
85402,EX Emerald,Feebas - 049/106,Common,49/106,Normal,1.94,1.88,0.8,19.98
85402,EX Emerald,Feebas - 049/106,Common,49/106,Reverse Holofoil,40.0,277.5,215.0,346.46
85658,Rising Rivals,Gastrodon East Sea,Rare,21/111,Normal,2.38,2.46,1.25,33.1
85658,Rising Rivals,Gastrodon East Sea,Rare,21/111,Reverse Holofoil,4.85,5.03,3.0,50.0
85914,Next Destinies,Grimer,Common,52/99,Normal,0.33,0.3,0.04,19.98
85914,Next Destinies,Grimer,Common,52/99,Reverse Holofoil,1.15,0.96,0.62,99.7
86170,Skyridge,Hoothoot,Common,065/144,Normal,17.31,22.82,19.99,193.5
86170,Skyridge,Hoothoot,Common,065/144,Reverse Holofoil,99.49,149.99,149.99,149.99
86426,Dark Explorers,Karrablast,Common,9/108,Normal,0.29,0.28,0.18,2.21
86426,Dark Explorers,Karrablast,Common,9/108,Reverse Holofoil,0.45,0.56,0.25,1.55
86682,Dark Explorers,Leafeon,Rare,6/108,Normal,13.39,14.47,7.0,4969.15
