productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42475,Base Set 2,Dewgong,Uncommon,036/130,Normal,1.71,1.0,0.5,33.6
83691,EX Dragon,Bagon - 23/97,Uncommon,23/97,Normal,1.89,2.22,1.88,38.3
83691,EX Dragon,Bagon - 23/97,Uncommon,23/97,Reverse Holofoil,12.07,38.44,17.84,77.9
83947,Skyridge,Bounce Energy,Uncommon,142/144,Normal,5.15,8.81,5.24,96.94
83947,Skyridge,Bounce Energy,Uncommon,142/144,Reverse Holofoil,24.2,154.9,70.0,816.0
84459,Diamond and Pearl Promos,Cranidos - DP07,Promo,DP07,Holofoil,15.93,20.0,6.59,174.48
84715,Next Destinies,Darmanitan,Rare,60/99,Normal,6.9,6.79,5.25,78.19
84715,Next Destinies,Darmanitan,Rare,60/99,Reverse Holofoil,11.2,13.11,8.58,82.4
84971,Aquapolis,Drowzee (74a),Common,074a/147,Normal,6.02,8.75,5.99,89.9
84971,Aquapolis,Drowzee (74a),Common,074a/147,Reverse Holofoil,77.32,98.99,73.9,200.0
85227,Diamond and Pearl,Energy Restore,Uncommon,106/130,Normal,0.44,0.43,0.1,19.98
85227,Diamond and Pearl,Energy Restore,Uncommon,106/130,Reverse Holofoil,1.21,1.49,0.5,30.0
85483,HGSS Trainer Kit: Gyarados & Raichu,Flaaffy (#3),Common,3/30,Normal,2.45,2.3,0.9,44.9
85739,Black and White Promos,Giratina (Team Plasma),Holo Rare,BW74,Holofoil,317.85,290.8,199.0,484.98
85995,HeartGold SoulSilver,Gyarados (Red),Holo Rare,123/123,Holofoil,317.33,320.0,177.5,2339.9
85995,HeartGold SoulSilver,Gyarados (Red),Holo Rare,123/123,Reverse Holofoil,140.31,134.99,122.0,1213.0
86251,Legendary Collection,Hypno,Rare,025/110,Normal,6.48,6.0,3.45,64.4
86251,Legendary Collection,Hypno,Rare,025/110,Reverse Holofoil,120.0,522.5,121.98,892.0
86507,Gym Challenge,Koga's Ekans,Common,077/132,1st Edition,3.49,3.77,1.6,100.0
86507,Gym Challenge,Koga's Ekans,Common,077/132,Unlimited,1.3,1.0,0.34,25.8
86763,EX Trainer Kit 2: Plusle & Minun,Lightning Energy (Plusle),Common,11/12,Normal,0.6,0.59,0.24,19.98
87019,EX Dragon,Magcargo ex,Ultra Rare,95/97,Holofoil,84.53,84.5,58.49,860.0
87275,Diamond and Pearl,Medicham,Rare,32/130,Normal,0.61,0.59,0.23,19.98
87275,Diamond and Pearl,Medicham,Rare,32/130,Reverse Holofoil,1.57,3.85,1.5,26.9
87531,Gym Challenge,Misty's Gyarados,Holo Rare,013/132,1st Edition Holofoil,410.0,4399.99,3799.99,9999.0
87531,Gym Challenge,Misty's Gyarados,Holo Rare,013/132,Unlimited Holofoil,156.24,189.22,124.0,1621.19
87787,Supreme Victors,Ninjask,Uncommon,73,Normal,0.52,0.52,0.25,19.98
87787,Supreme Victors,Ninjask,Uncommon,73,Reverse Holofoil,1.24,1.31,1.22,350.0
88043,Call of Legends,Pidgeotto,Uncommon,48/95,Normal,0.96,0.91,0.19,19.98
88043,Call of Legends,Pidgeotto,Uncommon,48/95,Reverse Holofoil,9.26,19.99,4.16,125.0
88299,EX Power Keepers,Poochyena,Common,58/108,Normal,0.62,0.5,0.1,19.98
88299,EX Power Keepers,Poochyena,Common,58/108,Reverse Holofoil,12.89,16.95,10.0,207.18
88555,EX Ruby and Sapphire,Ralts - 67/109,Common,67/109,Normal,2.27,2.0,0.5,27.3
88555,EX Ruby and Sapphire,Ralts - 67/109,Common,67/109,Reverse Holofoil,26.6,375.0,250.0,577.86
88811,EX Legend Maker,Root Fossil,Common,80/92,Normal,0.34,0.34,0.04,19.98
88811,EX Legend Maker,Root Fossil,Common,80/92,Reverse Holofoil,2.78,2.97,1.75,27.37
89067,POP Series 7,Sentret,Common,016/017,Normal,4.4,3.33,1.0,19.98
89323,Neo Genesis,Slowpoke,Common,073/111,1st Edition,14.69,19.52,5.97,93.24
89323,Neo Genesis,Slowpoke,Common,073/111,Unlimited,7.4,7.0,2.4,96.95
89579,Noble Victories,Stunfisk (42),Common,42/101,Normal,0.26,0.25,0.1,19.98
89579,Noble Victories,Stunfisk (42),Common,42/101,Reverse Holofoil,0.6,0.6,0.36,19.98
89835,EX Team Magma vs Team Aqua,Team Magma's Mightyena - 21/95,Rare,21/95,Normal,4.55,50.0,3.0,96.72
89835,EX Team Magma vs Team Aqua,Team Magma's Mightyena - 21/95,Rare,21/95,Reverse Holofoil,19.99,199.95,154.5,202.88
90091,Plasma Freeze,Tympole,Common,24/116,Normal,0.22,0.25,0.07,19.98
90091,Plasma Freeze,Tympole,Common,24/116,Reverse Holofoil,0.76,0.74,0.35,19.98
90347,Boundaries Crossed,Victini,Rare,23/149,Normal,1.08,1.08,0.3,19.98
90347,Boundaries Crossed,Victini,Rare,23/149,Reverse Holofoil,3.23,6.0,1.96,44.9
90603,EX Hidden Legends,Wigglytuff ex,Ultra Rare,101/101,Holofoil,70.83,732.5,275.0,767.99
95979,XY - Primal Clash,Medicham (Omega),Rare,81/160,Normal,0.58,0.6,0.25,50.0
