productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42435,Base Set,Bill,Common,091/102,Normal,0.49,0.4,0.06,40.0
83651,Supreme Victors,Articuno (148),Secret Rare,148,Holofoil,388.32,1000.0,340.0,2019.9
83907,EX Holon Phantoms,Blaziken,Rare,20/110,Normal,7.08,9.28,3.49,50.8
83907,EX Holon Phantoms,Blaziken,Rare,20/110,Reverse Holofoil,145.99,399.99,100.0,899.9
84163,Nintendo Promos,Championship Arena - 028 (2005 World Championships),Promo,028,,,,,
84419,Noble Victories,Conkeldurr (65),Rare,65/101,Normal,0.95,0.98,0.7,19.98
84419,Noble Victories,Conkeldurr (65),Rare,65/101,Reverse Holofoil,2.4,2.67,1.32,33.0
84675,Aquapolis,Darkness Cube 01,Uncommon,119/147,Normal,1.63,1.74,1.0,26.0
84675,Aquapolis,Darkness Cube 01,Uncommon,119/147,Reverse Holofoil,6.0,5.14,2.7,50.4
84931,Expedition,Dratini,Common,107/165,Normal,11.71,10.4,6.0,99.9
84931,Expedition,Dratini,Common,107/165,Reverse Holofoil,65.97,76.43,52.8,100.05
85187,Unleashed,Emcee's Chatter,Uncommon,73/95,Normal,0.39,0.42,0.18,19.98
85187,Unleashed,Emcee's Chatter,Uncommon,73/95,Reverse Holofoil,1.92,1.5,0.44,24.99
85443,DP Trainer Kit: Manaphy & Lucario,Fighting Energy (Lucario),Common,11/11,Normal,0.46,0.49,0.15,19.98
85699,POP Series 6,Gible,Common,007/017,Normal,21.5,38.68,18.0,200.0
85699,POP Series 6,Gible,Common,007/017,Holofoil,11.55,14.94,5.99,61.9
85955,EX Legend Maker,Growlithe,Common,55/92,Normal,10.08,8.04,3.65,100.0
85955,EX Legend Maker,Growlithe,Common,55/92,Reverse Holofoil,120.2,275.17,179.99,499.99
86211,Call of Legends,Houndoom,Holo Rare,10/95,Holofoil,26.4,33.11,25.0,260.0
86211,Call of Legends,Houndoom,Holo Rare,10/95,Reverse Holofoil,31.65,33.94,8.0,96.94
86467,POP Series 7,Kirlia,Uncommon,008/017,Normal,8.26,71.9,45.36,157.8
86467,POP Series 7,Kirlia,Uncommon,008/017,Holofoil,17.02,74.95,19.99,141.9
86723,Triumphant,Lickitung,Common,66/102,Normal,0.4,0.41,0.2,19.98
86723,Triumphant,Lickitung,Common,66/102,Reverse Holofoil,4.25,5.0,3.75,28.1
86979,EX Legend Maker,Machoke,Uncommon,39/92,Normal,1.01,1.0,0.64,19.98
86979,EX Legend Maker,Machoke,Uncommon,39/92,Reverse Holofoil,25.34,49.95,24.99,300.0
87235,EX Emerald,Marshtomp,Uncommon,36/106,Normal,1.62,1.63,1.19,19.98
87235,EX Emerald,Marshtomp,Uncommon,36/106,Reverse Holofoil,65.3,199.99,125.0,1109.7
87491,Unleashed,Minun,Uncommon,34/95,Normal,5.93,6.75,3.12,119.9
87491,Unleashed,Minun,Uncommon,34/95,Reverse Holofoil,12.48,15.0,12.73,175.59
87747,Triumphant,Nidorino,Uncommon,46/102,Normal,0.36,0.38,0.19,19.98
87747,Triumphant,Nidorino,Uncommon,46/102,Reverse Holofoil,2.24,2.84,1.8,139.9
88003,HeartGold SoulSilver,Phanpy,Common,77/123,Normal,0.83,0.81,0.4,18.24
