productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42500,Base Set 2,Pidgeotto,Rare,028/130,Normal,5.22,4.04,2.01,7.0
83460,Dark Explorers,Accelgor,Rare,11/108,Normal,1.66,1.66,0.99,19.94
83460,Dark Explorers,Accelgor,Rare,11/108,Reverse Holofoil,2.53,7.56,4.37,34.56
83716,Great Encounters,Baltoy,Common,60/106,Normal,2.9,2.87,2.0,40.56
83716,Great Encounters,Baltoy,Common,60/106,Reverse Holofoil,9.34,9.19,6.75,13.0
83972,Gym Heroes,Brock's Mankey (68),Common,068/132,1st Edition,5.13,5.07,2.75,96.29
83972,Gym Heroes,Brock's Mankey (68),Common,068/132,Unlimited,1.41,1.22,0.69,31.3
84228,EX Trainer Kit 2: Plusle & Minun,Charmeleon,Common,3/12,Normal,2.0,1.51,0.99,19.94
84484,Skyridge,Crobat (6),Rare,006/144,Normal,50.23,591.78,69.99,674.02
84484,Skyridge,Crobat (6),Rare,006/144,Reverse Holofoil,119.99,249.99,199.99,299.99
84740,Legends Awakened,Delcatty,Rare,23/146,Normal,1.6,1.72,1.0,31.06
84740,Legends Awakened,Delcatty,Rare,23/146,Reverse Holofoil,3.98,10.98,4.1,89.76
84996,Expedition,Dugtrio (10),Holo Rare,010/165,Holofoil,76.75,334.98,159.49,696.95
84996,Expedition,Dugtrio (10),Holo Rare,010/165,Reverse Holofoil,46.24,99.99,31.13,281.77
85252,EX Ruby and Sapphire,Energy Switch,Uncommon,82/109,Normal,4.49,3.0,0.99,96.95
85252,EX Ruby and Sapphire,Energy Switch,Uncommon,82/109,Reverse Holofoil,13.44,20.55,7.76,96.95
85508,Kalos Starter Set,Fletchling,Common,31/39,Normal,0.73,0.54,0.28,19.94
85764,Neo Genesis,Gligar,Common,059/111,1st Edition,1.94,2.16,1.08,42.2
85764,Neo Genesis,Gligar,Common,059/111,Unlimited,0.85,0.85,0.25,19.6
86276,Stormfront,Infernape,Holo Rare,3/100,Holofoil,37.33,46.37,14.99,229.86
86276,Stormfront,Infernape,Holo Rare,3/100,Reverse Holofoil,19.58,99.36,24.32,201.45
86532,Mysterious Treasures,Kricketune,Rare,27/123,Normal,0.63,0.65,0.2,19.94
86532,Mysterious Treasures,Kricketune,Rare,27/123,Reverse Holofoil,2.25,2.02,0.88,28.26
86788,EX Power Keepers,Lileep,Common,52/108,Normal,0.54,0.48,0.15,19.94
86788,EX Power Keepers,Lileep,Common,52/108,Reverse Holofoil,6.02,21.0,6.02,299.96
87044,Expedition,Magmar,Uncommon,086/165,Normal,7.6,9.25,6.0,58.06
87044,Expedition,Magmar,Uncommon,086/165,Reverse Holofoil,52.17,54.99,35.0,79.95
87300,Black and White Promos,Meloetta - BW68,Promo,BW68,Normal,5.68,6.38,3.0,66.26
87556,Skyridge,Moltres (H20),Holo Rare,H20/H32,,,,,
87812,EX Holon Phantoms,Numel,Common,72/110,Normal,0.42,0.42,0.1,17.38
87812,EX Holon Phantoms,Numel,Common,72/110,Reverse Holofoil,16.79,65.0,9.99,674.9
88068,WoTC Promo,Pikachu (SNAP Promo),Promo,26/53,Normal,94.25,145.0,90.0,799.86
88324,EX Unseen Forces,Porygon2,Holo Rare,12/115,Holofoil,26.66,148.58,29.33,424.78
88324,EX Unseen Forces,Porygon2,Holo Rare,12/115,Reverse Holofoil,67.67,65.49,49.99,1348.96
88580,Expedition,Rapidash (62),Rare,062/165,Normal,16.75,18.99,11.65,261.68
88580,Expedition,Rapidash (62),Rare,062/165,Reverse Holofoil,46.98,65.24,37.06,429.76
88836,Majestic Dawn,Rotom,Holo Rare,13/100,Holofoil,23.01,29.95,12.85,112.4
88836,Majestic Dawn,Rotom,Holo Rare,13/100,Reverse Holofoil,14.15,105.92,69.36,141.46
89092,Plasma Storm,Sewaddle,Common,8/135,Normal,0.37,0.35,0.15,5.0
89092,Plasma Storm,Sewaddle,Common,8/135,Reverse Holofoil,0.85,0.81,0.5,19.94
89348,Kalos Starter Set,Slugma,Common,6/39,Normal,1.21,0.5,0.2,19.94
89604,Secret Wonders,Suicune,Holo Rare,19/132,Holofoil,52.67,83.69,39.99,299.93
89604,Secret Wonders,Suicune,Holo Rare,19/132,Reverse Holofoil,45.77,21.72,16.0,184.26
