productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42568,Base Set 2,Water Energy,Common,130/130,Normal,0.43,0.35,0.05,7.8
45128,Jungle,Electrode (2),Holo Rare,02/64,1st Edition Holofoil,65.87,79.49,45.69,639.86
45128,Jungle,Electrode (2),Holo Rare,02/64,Unlimited Holofoil,25.32,19.36,14.0,243.28
83528,Triumphant,Ambipom,Rare,13/102,Normal,0.72,0.71,0.47,19.94
83528,Triumphant,Ambipom,Rare,13/102,Reverse Holofoil,2.6,3.0,0.71,34.76
83784,Nintendo Promos,Beldum - 022 (e-League),Promo,022,Normal,6.0,8.12,3.48,69.86
84040,Legends Awakened,Buneary,Common,86/146,Normal,0.59,0.59,0.22,19.94
84040,Legends Awakened,Buneary,Common,86/146,Reverse Holofoil,3.93,24.92,5.44,38.56
84296,Supreme Victors,Chimecho,Rare,21,Normal,1.53,1.45,0.97,19.94
84296,Supreme Victors,Chimecho,Rare,21,Reverse Holofoil,3.73,3.37,2.46,41.48
84552,HeartGold SoulSilver,Cyndaquil,Common,61/123,Normal,1.79,1.28,0.1,60.0
84552,HeartGold SoulSilver,Cyndaquil,Common,61/123,Reverse Holofoil,16.48,19.2,11.04,20.99
84808,Plasma Blast,Dialga EX (Team Plasma),Ultra Rare,65/101,Holofoil,34.6,47.99,15.51,324.99
85064,Legendary Treasures,Dwebble,Common,13/113,Normal,0.33,0.33,0.15,19.94
85064,Legendary Treasures,Dwebble,Common,13/113,Reverse Holofoil,2.0,1.41,0.67,34.96
85320,Neo Discovery,Espeon (20),Rare,20/75,1st Edition,99.43,250.0,40.0,895.16
85320,Neo Discovery,Espeon (20),Rare,20/75,Unlimited,33.19,32.99,17.5,177.7
85576,Rising Rivals,Frost Rotom,Ultra Rare,RT2,Reverse Holofoil,44.36,52.99,44.99,492.88
85832,Noble Victories,Golett,Common,71/101,Normal,0.56,0.49,0.2,19.94
85832,Noble Victories,Golett,Common,71/101,Reverse Holofoil,0.96,1.34,0.55,19.94
86088,Rising Rivals,Hippowdon Lv.X,Ultra Rare,107/111,Holofoil,80.76,810.53,772.46,812.25
86344,Rising Rivals,Jolteon,Rare,26/111,Normal,16.14,13.0,10.0,187.06
86344,Rising Rivals,Jolteon,Rare,26/111,Reverse Holofoil,40.12,26.2,18.99,50.74
86600,Aquapolis,Lanturn (20),Rare,020/147,Normal,25.62,85.48,18.99,135.34
86600,Aquapolis,Lanturn (20),Rare,020/147,Reverse Holofoil,54.44,46.71,43.5,619.86
86856,Gym Heroes,Lt. Surge's Magnemite (50),Uncommon,050/132,1st Edition,5.97,7.12,3.09,79.99
86856,Gym Heroes,Lt. Surge's Magnemite (50),Uncommon,050/132,Unlimited,1.77,1.75,1.0,35.9
87112,Plasma Storm,Magneton (45),Uncommon,45/135,Normal,0.44,0.44,0.25,19.94
87112,Plasma Storm,Magneton (45),Uncommon,45/135,Reverse Holofoil,5.75,5.5,3.52,33.56
87368,Neo Genesis,Metal Energy,Holo Rare,019/111,1st Edition Holofoil,27.75,24.66,16.1,251.04
87368,Neo Genesis,Metal Energy,Holo Rare,019/111,Unlimited Holofoil,16.62,11.29,9.75,147.21
87624,Platinum,Muk,Uncommon,57/127,Normal,0.77,0.77,0.5,19.94
87624,Platinum,Muk,Uncommon,57/127,Reverse Holofoil,4.33,5.0,3.96,42.96
87880,EX Team Rocket Returns,Onix,Common,69/109,Normal,0.98,1.0,0.75,19.94
87880,EX Team Rocket Returns,Onix,Common,69/109,Reverse Holofoil,37.85,81.49,38.8,439.96
88136,EX Legend Maker,Pinsir,Rare,24/92,Normal,0.86,0.93,0.5,19.94
88136,EX Legend Maker,Pinsir,Rare,24/92,Reverse Holofoil,39.0,40.48,26.22,329.96
88392,HeartGold SoulSilver,Professor Elm's Training Method,Uncommon,100/123,Normal,0.31,0.32,0.12,4.0
88392,HeartGold SoulSilver,Professor Elm's Training Method,Uncommon,100/123,Reverse Holofoil,2.74,1.64,0.35,19.94
88648,Dragons Exalted,Rayquaza EX (123 Full Art),Ultra Rare,123/124,Holofoil,219.47,484.0,339.99,699.99
88904,EX Power Keepers,Salamence ex,Ultra Rare,96/108,Holofoil,230.84,300.48,234.01,992.56
89160,EX Crystal Guardians,Shiftry ex,Ultra Rare,97/100,Holofoil,45.65,304.98,134.0,476.76
89416,HeartGold SoulSilver,Snubbull,Common,82/123,Normal,0.44,0.4,0.15,5.6
89416,HeartGold SoulSilver,Snubbull,Common,82/123,Reverse Holofoil,2.14,9.0,1.26,149.96
89672,EX Crystal Guardians,Swalot,Holo Rare,11/100,Holofoil,10.6,13.6,6.99,183.76
89672,EX Crystal Guardians,Swalot,Holo Rare,11/100,Reverse Holofoil,14.74,23.99,14.99,469.86
89928,WoTC Promo,Togepi,Promo,30/53,Normal,22.75,20.0,13.0,432.4
90184,EX Unseen Forces,Unown (Q),Holo Rare,Q/28,Holofoil,37.5,38.5,27.99,699.75
90440,EX Power Keepers,Vulpix,Common,69/108,Normal,1.14,1.22,0.4,19.78
90440,EX Power Keepers,Vulpix,Common,69/108,Reverse Holofoil,29.99,100.0,35.98,150.0
90696,Rising Rivals,Yanmega E4,Rare,37/111,Normal,2.66,1.13,0.75,31.26
90696,Rising Rivals,Yanmega E4,Rare,37/111,Reverse Holofoil,2.38,9.02,2.32,149.96
91208,XY - Flashfire,Dragalge,Rare,71/106,Normal,0.67,0.68,0.4,29.99
91208,XY - Flashfire,Dragalge,Rare,71/106,Reverse Holofoil,1.14,1.18,0.49,59.99
92232,XY - Furious Fists,M Lucario EX,Ultra Rare,55/111,Holofoil,50.27,49.28,29.99,604.29
98120,XY - Roaring Skies,Healing Scarf,Uncommon,84/108,Normal,0.22,0.24,0.05,19.94
98120,XY - Roaring Skies,Healing Scarf,Uncommon,84/108,Reverse Holofoil,0.45,0.48,0.1,19.94
98376,XY Trainer Kit: Latias & Latios,Potion (Latios),Common,21/30,Normal,0.09,0.18,0.09,19.94
98632,Noble Victories,V for Victini Tin,,,,,,,
101448,XY - Ancient Origins,Ampharos EX,Ultra Rare,27/98,Holofoil,7.34,5.73,3.34,96.7
107080,Base Set (Shadowless),Maintenance,Uncommon,083/102,1st Edition,9.5,10.16,5.0,183.0
107080,Base Set (Shadowless),Maintenance,Uncommon,083/102,Unlimited,2.2,2.0,1.0,98.49
108616,XY Promos,M Blaziken EX,Promo,XY86,Holofoil,90.8,60.41,53.0,749.06
110408,McDonald's Promos 2014,Fennekin - 3/12,Promo,003/012,Holofoil,19.05,18.24,5.74,194.16
113736,Generations,Lightning Energy,Common,78/83,Normal,0.5,0.5,0.09,15.3
113736,Generations,Lightning Energy,Common,78/83,Reverse Holofoil,5.91,5.67,4.0,95.92
118856,XY Trainer Kit: Pikachu Libre & Suicune,Tierno (20 - Suicune Deck),Common,20/30,Normal,0.3,0.33,0.03,19.94
123464,Deck Exclusives,Hoopa - 51/114 (XY Steam Siege),Holo Rare,051/114,Holofoil,0.88,0.8,0.49,17.52
125256,Deck Exclusives,Team Aqua's Kyogre - 3/95 (EX Team Magma vs Team Aqua),Rare,003/095,Normal,11.69,11.54,2.9,99.95
126024,XY Promos,Gyarados (XY Evolutions Prerelease),Promo,34/108,Holofoil,174.99,200.0,178.7,1749.82
138568,SM - Burning Shadows,Marshadow GX (Secret),Rainbow Rare,156/147,Holofoil,29.95,30.99,21.6,190.14
149064,SM - Crimson Invasion,Spoink,Common,41/111,Normal,0.24,0.25,0.02,19.94
149064,SM - Crimson Invasion,Spoink,Common,41/111,Reverse Holofoil,0.35,0.35,0.09,19.94
157768,SM - Ultra Prism,Looker (Full Art),Ultra Rare,152/156,Holofoil,16.48,17.19,12.42,324.0
165704,SM - Forbidden Light,Hoopa,Uncommon,54/131,Normal,0.67,0.74,0.35,19.94
165704,SM - Forbidden Light,Hoopa,Uncommon,54/131,Reverse Holofoil,4.14,5.15,1.7,95.76
170824,SM - Celestial Storm,Shiftry GX (Secret),Rainbow Rare,169/168,Holofoil,17.12,19.82,12.0,131.52
173384,Miscellaneous Cards & Products,Groudon - 81/168 (Cosmos Holo) (Gamestop Promo),Promo,081/168,Holofoil,26.41,28.7,19.99,176.28
179016,SM - Lost Thunder,Mina (Full Art),Ultra Rare,211/214,Holofoil,83.86,94.99,79.31,3001.09
183880,SM - Team Up,Skarmory,Rare,98/181,Reverse Holofoil,0.87,0.86,0.3,19.94
183880,SM - Team Up,Skarmory,Rare,98/181,Normal,0.45,0.46,0.18,19.94
189256,SM - Unbroken Bonds,Porygon (154),Common,154/214,Reverse Holofoil,0.39,0.43,0.15,19.94
189256,SM - Unbroken Bonds,Porygon (154),Common,154/214,Normal,0.26,0.25,0.04,3.3
190536,POP Series 8,POP Series 8 Pack,,,Normal,28.49,36.51,24.99,50.0
195144,SM - Unified Minds,Dragonair (149),Uncommon,149/236,Normal,0.35,0.35,0.18,18.72
195144,SM - Unified Minds,Dragonair (149),Uncommon,149/236,Reverse Holofoil,2.03,2.19,0.99,32.46
197704,Hidden Fates,Brock's Training,Holo Rare,55/68,Reverse Holofoil,0.72,0.72,0.3,14.0
197704,Hidden Fates,Brock's Training,Holo Rare,55/68,Holofoil,0.39,0.4,0.04,7.2
201288,SM - Cosmic Eclipse,Eevee - 166/236,Common,166/236,Reverse Holofoil,2.32,3.0,1.5,26.56
201288,SM - Cosmic Eclipse,Eevee - 166/236,Common,166/236,Normal,0.76,0.78,0.42,19.94
205384,Miscellaneous Cards & Products,Alolan Sandslash GX Box,,,,,,,
208456,SWSH01: Sword & Shield Base Set,Snorlax,Rare,140/202,Reverse Holofoil,5.15,5.0,2.01,19.94
208456,SWSH01: Sword & Shield Base Set,Snorlax,Rare,140/202,Normal,1.09,1.0,0.35,19.94
218440,Miscellaneous Cards & Products,Salamence - 106/168 (Cosmos Holo),Promo,106/168,Holofoil,1.01,1.03,0.28,18.0
219464,SWSH03: Darkness Ablaze,Morelull,Common,079/189,Reverse Holofoil,0.17,0.25,0.04,5.1
219464,SWSH03: Darkness Ablaze,Morelull,Common,079/189,Normal,0.04,0.16,0.01,25.04
223048,Champion's Path,Swablu,Common,48/73,Normal,0.24,0.24,0.02,19.94
223048,Champion's Path,Swablu,Common,48/73,Reverse Holofoil,0.39,0.37,0.12,17.84
226376,SWSH04: Vivid Voltage,Nincada,Common,013/185,Normal,0.06,0.15,0.01,25.06
226376,SWSH04: Vivid Voltage,Nincada,Common,013/185,Reverse Holofoil,0.25,0.25,0.03,4.8
232520,Shining Fates,Nickit,Common,047/072,Normal,0.16,0.16,0.01,25.14
232520,Shining Fates,Nickit,Common,047/072,Reverse Holofoil,0.2,0.24,0.05,19.94
234056,SWSH05: Battle Styles,Rapid Strike Urshifu V (Alternate Full Art),Ultra Rare,153/163,Holofoil,17.06,18.45,15.0,342.2
235080,Burger King Promos,Piplup - 93/130 [Diamond and Pearl],Promo,093/100,Reverse Holofoil,37.85,126.93,35.0,612.25
241736,SWSH06: Chilling Reign,Shadow Rider Calyrex V (Full Art),Ultra Rare,171/198,Holofoil,5.47,6.16,2.99,999.0
246856,SWSH07: Evolving Skies,Slakoth,Common,129/203,Normal,0.1,0.15,0.01,19.94
246856,SWSH07: Evolving Skies,Slakoth,Common,129/203,Reverse Holofoil,0.23,0.25,0.07,19.94
251464,Shining Fates,Code Card - Shining Fates Collection [Pikachu V],Code Card,,Normal,0.04,0.07,0.02,19.94
253256,SWSH08: Fusion Strike,Charjabug,Uncommon,100/264,Normal,0.16,0.2,0.02,20.0
253256,SWSH08: Fusion Strike,Charjabug,Uncommon,100/264,Reverse Holofoil,0.37,0.36,0.1,6.8
265544,SWSH10: Astral Radiance,Astral Radiance Sleeved Booster Pack Bundle [Set of 8],,,,,,,
266568,SM - Ultra Prism,Code Card - Ultra Prism Single Pack Blister [Kirlia],Code Card,,Normal,,1.0,1.0,1.0
268104,Battle Academy 2022,Fire Energy (#22 Cinderace Stamped),Promo,,Normal,0.1,0.21,0.09,19.94
270152,Miscellaneous Cards & Products,V Heroes Tin [Umbreon V] (International Version),,,Normal,72.56,85.41,65.99,199.99
271944,Miscellaneous Cards & Products,Divergent Powers Tin [Hisuian Typhlosion V] (International Version),,,Normal,67.35,96.0,62.0,130.0
280392,XY - Fates Collide,Code Card - Shiny Kalos Tin [Xerneas EX],Code Card,,Normal,,2.0,2.0,2.01
283976,SWSH11: Lost Origin,Rhyhorn,Common,089/196,Reverse Holofoil,0.3,0.3,0.08,19.94
283976,SWSH11: Lost Origin,Rhyhorn,Common,089/196,Normal,0.1,0.15,0.01,9999.99
451656,SWSH12: Silver Tempest,Fennekin,Common,025/195,Reverse Holofoil,0.23,0.25,0.05,19.94
451656,SWSH12: Silver Tempest,Fennekin,Common,025/195,Normal,0.08,0.17,0.01,9999.99
