productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42411,Base Set,Tangela,Common,066/102,Normal,0.83,0.75,0.25,29.99
44459,Fossil,Zubat,Common,57/62,1st Edition,2.16,2.22,0.75,66.53
44459,Fossil,Zubat,Common,57/62,Unlimited,0.55,0.5,0.12,80.0
83627,XY Base Set,Aromatisse,Holo Rare,93/146,Holofoil,2.07,1.98,1.01,27.06
83627,XY Base Set,Aromatisse,Holo Rare,93/146,Reverse Holofoil,3.55,4.41,2.0,39.99
83883,Gym Challenge,Blaine's Rhyhorn,Common,065/132,1st Edition,2.76,2.99,1.88,96.95
83883,Gym Challenge,Blaine's Rhyhorn,Common,065/132,Unlimited,1.11,1.01,0.37,22.0
84139,Legendary Treasures,Cedric Juniper,Uncommon,110/113,Normal,0.28,0.31,0.03,23.39
84139,Legendary Treasures,Cedric Juniper,Uncommon,110/113,Reverse Holofoil,1.18,0.95,0.25,19.94
84395,Platinum,Combee,Common,71/127,Normal,0.35,0.35,0.1,2.31
84395,Platinum,Combee,Common,71/127,Reverse Holofoil,2.71,2.74,0.99,43.56
84651,EX Team Rocket Returns,Dark Sandslash,Rare,18/109,Normal,14.32,13.14,10.54,129.96
84651,EX Team Rocket Returns,Dark Sandslash,Rare,18/109,Reverse Holofoil,86.66,110.0,49.94,115.0
84907,EX Dragon Frontiers,Dragonair (Delta Species),Uncommon,28/101,Normal,7.81,8.14,5.49,99.86
84907,EX Dragon Frontiers,Dragonair (Delta Species),Uncommon,28/101,Reverse Holofoil,83.11,83.11,63.79,100.34
85163,XY Base Set,Electrode,Uncommon,45/146,Normal,0.24,0.25,0.07,19.94
85163,XY Base Set,Electrode,Uncommon,45/146,Reverse Holofoil,0.75,0.75,0.38,89.61
85419,HeartGold SoulSilver,Feraligatr,Rare,20/123,Normal,10.33,9.86,5.86,114.86
85419,HeartGold SoulSilver,Feraligatr,Rare,20/123,Reverse Holofoil,49.95,48.25,24.75,499.46
85675,Diamond and Pearl,Gengar,Rare,27/130,Normal,84.25,54.73,42.6,516.74
85675,Diamond and Pearl,Gengar,Rare,27/130,Reverse Holofoil,199.99,284.65,149.39,1009.76
85931,Nintendo Promos,Groudon ex - 038 (EX Collector's Tins),Promo,038,Holofoil,250.83,300.0,213.25,4288.4
86187,Aquapolis,Horsea (85),Common,085/147,Normal,8.58,11.16,9.99,99.86
86187,Aquapolis,Horsea (85),Common,085/147,Reverse Holofoil,37.66,55.0,50.39,129.99
86443,Aquapolis,Kingdra (19),Rare,019/147,Normal,17.21,17.25,10.35,219.86
86443,Aquapolis,Kingdra (19),Rare,019/147,Reverse Holofoil,99.99,525.0,74.98,2244.01
86699,Neo Genesis,Ledyba,Common,063/111,1st Edition,2.39,2.7,1.19,30.66
86699,Neo Genesis,Ledyba,Common,063/111,Unlimited,1.2,0.89,0.29,23.49
86955,XY Base Set,M Venusaur EX,Ultra Rare,2/146,Holofoil,21.48,21.94,7.1,292.8
87211,WoTC Promo,Marill,Promo,29/53,Normal,6.39,6.65,3.5,189.99
87467,Plasma Freeze,Miltank,Uncommon,93/116,Normal,0.65,0.65,0.25,16.14
87467,Plasma Freeze,Miltank,Uncommon,93/116,Reverse Holofoil,4.0,4.22,3.24,48.66
87979,Arceus,Pelipper (45),Uncommon,45/99,Normal,0.38,0.4,0.19,19.94
87979,Arceus,Pelipper (45),Uncommon,45/99,Reverse Holofoil,1.24,0.99,0.88,19.94
88235,EX Unseen Forces,Pokemon Reversal,Uncommon,88/115,Normal,2.61,2.5,1.61,39.96
88235,EX Unseen Forces,Pokemon Reversal,Uncommon,88/115,Reverse Holofoil,21.08,117.9,12.0,149.86
88491,Expedition,Qwilfish,Common,127/165,Normal,2.44,2.42,1.79,27.06
88491,Expedition,Qwilfish,Common,127/165,Reverse Holofoil,18.75,26.27,16.16,479.9
88747,XY Base Set,Rhyperior,Holo Rare,62/146,Holofoil,0.79,0.77,0.45,19.94
88747,XY Base Set,Rhyperior,Holo Rare,62/146,Reverse Holofoil,0.95,1.0,0.5,19.94
89003,Undaunted,Scyther (36),Uncommon,36/90,Normal,1.54,1.33,0.25,19.94
89003,Undaunted,Scyther (36),Uncommon,36/90,Reverse Holofoil,37.32,40.98,19.99,322.0
89259,EX Ruby and Sapphire,Skitty - 44/109,Uncommon,44/109,Normal,8.27,9.46,5.99,98.86
89259,EX Ruby and Sapphire,Skitty - 44/109,Uncommon,44/109,Reverse Holofoil,13.55,28.8,23.1,33.33
89515,Majestic Dawn,Staravia,Uncommon,47/100,Normal,0.5,0.45,0.25,19.94
89515,Majestic Dawn,Staravia,Uncommon,47/100,Reverse Holofoil,2.93,1.81,0.9,27.96
89771,EX Team Magma vs Team Aqua,Team Aqua Hideout,Uncommon,78/95,Normal,1.03,1.0,0.63,19.94
89771,EX Team Magma vs Team Aqua,Team Aqua Hideout,Uncommon,78/95,Reverse Holofoil,11.93,11.93,9.99,75.81
90027,EX Dragon Frontiers,Trapinch - 068/101 (Delta Species),Common,68/101,Normal,0.5,0.48,0.05,19.94
90027,EX Dragon Frontiers,Trapinch - 068/101 (Delta Species),Common,68/101,Reverse Holofoil,18.51,29.0,12.16,199.99
90283,POP Series 3,Vaporeon,Rare,006/017,Normal,29.1,25.98,20.0,292.88
90283,POP Series 3,Vaporeon,Rare,006/017,Holofoil,32.4,36.75,18.27,155.36
90539,Legendary Collection,Weedle,Common,099/110,Normal,0.76,0.75,0.4,18.38
90539,Legendary Collection,Weedle,Common,099/110,Reverse Holofoil,102.5,220.0,99.95,399.99
94635,XY - Phantom Forces,Florges EX,Ultra Rare,67/119,Holofoil,6.21,5.64,4.1,96.95
98731,HGSS Trainer Kit: Gyarados & Raichu,HGSS Trainer Kit [Gyarados & Raichu],,,,,,,
107179,XY - BREAKthrough,Gengar,Holo Rare,60/162,Holofoil,41.49,43.11,25.99,572.7
107179,XY - BREAKthrough,Gengar,Holo Rare,60/162,Reverse Holofoil,45.8,45.99,39.5,598.7
111531,XY - BREAKpoint,Gyarados EX (Secret),Secret Rare,123/122,Holofoil,197.21,197.7,134.0,1773.94
121003,XY - Steam Siege,Larvesta,Common,14/114,Normal,0.28,0.28,0.01,19.08
121003,XY - Steam Siege,Larvesta,Common,14/114,Reverse Holofoil,0.69,0.55,0.26,19.94
124075,XY - Evolutions,Hitmonchan,Holo Rare,62/108,Holofoil,2.35,2.35,0.99,19.99
124075,XY - Evolutions,Hitmonchan,Holo Rare,62/108,Reverse Holofoil,2.38,2.5,0.75,30.0
126891,SM Base Set,Tsareena,Holo Rare,20/149,Holofoil,0.45,0.45,0.14,19.94
126891,SM Base Set,Tsareena,Holo Rare,20/149,Reverse Holofoil,0.51,0.52,0.25,19.94
130987,SM - Guardians Rising,Mudbray,Common,75/145,Normal,0.17,0.25,0.01,4.0
130987,SM - Guardians Rising,Mudbray,Common,75/145,Reverse Holofoil,0.35,0.35,0.1,17.58
141227,POP Series 1,POP Series 1 Pack,,,Normal,98.42,127.98,119.99,499.99
153259,League & Championship Cards,Houndoom - 5/90 (League Promo),Promo,005/090,Reverse Holofoil,17.53,17.53,11.35,104.96
155563,League & Championship Cards,Regirock - 53/111 (Pokemon League),Promo,053/111,Reverse Holofoil,0.76,0.75,0.5,2.13
170923,SM - Celestial Storm,Heatran,Holo Rare,98/168,Reverse Holofoil,0.68,0.68,0.4,19.94
170923,SM - Celestial Storm,Heatran,Holo Rare,98/168,Holofoil,0.6,0.59,0.29,19.94
174507,League & Championship Cards,Magcargo - 24/168 (Pokemon League) [3rd Place],Promo,024/168,Reverse Holofoil,4.97,10.0,2.76,96.88
175275,Dragon Majesty,Victini Prism Star,Prism Rare,7/70,Holofoil,9.35,9.99,4.09,96.95
178859,SM - Lost Thunder,Blacephalon GX (Secret),Secret Rare,219/214,Holofoil,33.6,49.24,31.25,359.86
179371,Alternate Art Promos,Tapu Fini GX - 39a/147,Promo,039a/147,Holofoil,4.45,4.35,3.0,29.95
185259,SM - Team Up,TAG TEAM Tin [Set of 3],,,Normal,2399.95,2939.98,2879.95,3000.0
194987,SM - Unified Minds,Joltik,Common,61/236,Normal,0.25,0.27,0.05,19.94
194987,SM - Unified Minds,Joltik,Common,61/236,Reverse Holofoil,0.45,0.45,0.15,19.94
197803,Hidden Fates: Shiny Vault,Xurkitree GX,Shiny Holo Rare,SV58/SV94,Holofoil,16.99,17.35,16.12,96.93
201643,SM - Cosmic Eclipse,Wishiwashi GX,Ultra Rare,63/236,Holofoil,1.73,1.99,1.37,39.2
208299,SWSH01: Sword & Shield Base Set,Gossifleur,Common,020/202,Normal,0.11,0.2,0.01,20.0
208299,SWSH01: Sword & Shield Base Set,Gossifleur,Common,020/202,Reverse Holofoil,0.31,0.33,0.08,50.0
211627,SM Promos,Leafeon - SM237,Promo,SM237,Normal,4.04,4.48,2.95,96.95
213163,SWSH02: Rebel Clash,Xatu,Uncommon,077/192,Reverse Holofoil,0.38,0.4,0.19,7.8
213163,SWSH02: Rebel Clash,Xatu,Uncommon,077/192,Normal,0.22,0.23,0.03,17.26
219051,Battle Academy,Charmeleon - 8/68 (#15 Charizard Stamped),Promo,008/068,Normal,0.33,0.44,0.15,19.94
219307,SWSH03: Darkness Ablaze,Salamence V (Full Art),Ultra Rare,185/189,Holofoil,4.4,4.73,2.3,96.95
232363,Shining Fates: Shiny Vault,Raboot,Shiny Holo Rare,SV016/SV122,Holofoil,6.06,6.06,3.84,115.8
232875,EX Emerald,"Emerald Theme Deck - ""Wildfire"" [Manectric]",,,,,,,
234155,SWSH05: Battle Styles,Lickilicky,Rare,114/163,Normal,0.24,0.25,0.04,19.94
234155,SWSH05: Battle Styles,Lickilicky,Rare,114/163,Reverse Holofoil,0.3,0.3,0.08,17.86
241835,SWSH06: Chilling Reign,Fog Crystal,Uncommon,140/198,Reverse Holofoil,0.27,0.29,0.08,999.0
241835,SWSH06: Chilling Reign,Fog Crystal,Uncommon,140/198,Normal,0.25,0.25,0.01,999.0
