productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42518,Base Set 2,Parasect,Uncommon,055/130,Normal,1.25,0.99,0.25,148.5
83478,Mysterious Treasures,Aggron,Holo Rare,1/123,Holofoil,16.45,9.28,7.0,25.19
83478,Mysterious Treasures,Aggron,Holo Rare,1/123,Reverse Holofoil,3.97,72.5,13.99,96.94
83734,Deck Exclusives,Bastiodon - 21/123 (DP Mysterious Treasures),Holo Rare,021/123,Holofoil,1.78,1.04,0.6,19.98
83990,Neo Destiny,Broken Ground Gym,Rare,092/105,1st Edition,40.36,94.99,48.4,699.9
83990,Neo Destiny,Broken Ground Gym,Rare,092/105,Unlimited,25.17,44.0,23.21,96.95
84246,Unleashed,Cheerleader's Cheer,Uncommon,71/95,Normal,0.35,0.36,0.1,19.98
84246,Unleashed,Cheerleader's Cheer,Uncommon,71/95,Reverse Holofoil,2.46,1.8,1.35,3.7
84502,HGSS Trainer Kit: Gyarados & Raichu,Croconaw (#17),Common,17/30,Normal,2.57,2.54,0.7,32.8
84758,Call of Legends,Deoxys (Shiny),Shiny Holo Rare,SL1,Holofoil,500.0,308.55,265.0,462.0
85014,Boundaries Crossed,Dunsparce,Common,111/149,Normal,0.27,0.28,0.04,19.98
85014,Boundaries Crossed,Dunsparce,Common,111/149,Reverse Holofoil,2.41,1.79,0.95,19.98
85270,WoTC Promo,Entei,Promo,34/53,Reverse Holofoil,29.7,30.0,14.0,169.49
85526,Rising Rivals,Flygon,Holo Rare,5/111,Holofoil,22.99,17.24,9.3,114.4
85526,Rising Rivals,Flygon,Holo Rare,5/111,Reverse Holofoil,19.79,20.0,13.14,299.8
85782,EX Hidden Legends,Gloom,Uncommon,35/101,Normal,9.09,9.12,7.02,210.0
85782,EX Hidden Legends,Gloom,Uncommon,35/101,Reverse Holofoil,27.85,89.99,49.95,373.1
86038,POP Series 4,Heal Energy,Uncommon,008/017,Normal,9.36,11.99,8.0,119.0
86550,Call of Legends,Kyogre,Holo Rare,12/95,Holofoil,44.19,50.73,19.0,492.4
86550,Call of Legends,Kyogre,Holo Rare,12/95,Reverse Holofoil,33.29,107.99,31.75,1389.99
86806,EX Emerald,Linoone,Uncommon,34/106,Normal,19.68,22.0,16.77,157.4
