productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42368,Base Set,Farfetch'd,Uncommon,027/102,Normal,1.38,0.99,0.2,96.51
83584,Secret Wonders,Arcanine,Rare,22/132,Normal,6.8,6.58,3.96,55.26
83584,Secret Wonders,Arcanine,Rare,22/132,Reverse Holofoil,36.76,47.86,24.97,359.96
83840,POP Series 5,Bill's Maintenance,Uncommon,006/017,Normal,15.33,20.9,5.39,208.96
84096,EX Emerald,Camerupt ex,Ultra Rare,92/106,Holofoil,100.0,63.99,27.99,99.99
84352,Neo Genesis,Clefairy,Uncommon,030/111,1st Edition,23.6,24.8,17.0,112.16
84352,Neo Genesis,Clefairy,Uncommon,030/111,Unlimited,6.35,6.03,2.89,94.5
84608,EX Team Rocket Returns,Dark Gyarados,Uncommon,36/109,Normal,38.43,94.98,39.06,399.84
84608,EX Team Rocket Returns,Dark Gyarados,Uncommon,36/109,Reverse Holofoil,315.0,206.51,168.0,299.99
84864,Supreme Victors,Doduo,Common,102,Normal,0.32,0.32,0.15,16.86
84864,Supreme Victors,Doduo,Common,102,Reverse Holofoil,0.53,71.81,0.5,96.95
85120,EX Ruby and Sapphire,Electabuzz ex,Ultra Rare,97/109,Holofoil,83.67,102.5,39.99,989.66
85632,EX Ruby and Sapphire,Gardevoir,Holo Rare,7/109,Holofoil,75.19,150.0,52.0,543.12
85632,EX Ruby and Sapphire,Gardevoir,Holo Rare,7/109,Reverse Holofoil,55.14,505.32,84.99,511.69
85888,Expedition,Graveler,Uncommon,079/165,Normal,6.89,8.67,4.5,69.94
85888,Expedition,Graveler,Uncommon,079/165,Reverse Holofoil,30.17,117.5,35.0,199.99
86144,EX Holon Phantoms,Holon Lake,Uncommon,87/110,Normal,0.42,0.42,0.2,16.72
86144,EX Holon Phantoms,Holon Lake,Uncommon,87/110,Reverse Holofoil,8.35,8.64,2.71,97.16
86400,Arceus,Kabutops,Holo Rare,4/99,Holofoil,17.11,17.37,8.03,164.86
86400,Arceus,Kabutops,Holo Rare,4/99,Reverse Holofoil,19.85,12.74,9.0,199.86
86656,EX Holon Phantoms,Latias - 011/110 (Delta Species),Holo Rare,11/110,Holofoil,102.66,120.0,64.99,1495.1
86656,EX Holon Phantoms,Latias - 011/110 (Delta Species),Holo Rare,11/110,Reverse Holofoil,154.26,1174.98,349.99,1999.96
86912,EX Unseen Forces,Lugia ex,Ultra Rare,105/115,Holofoil,2500.0,1200.0,1200.0,1200.0
87168,Supreme Victors,Manectric G,Uncommon,66,Normal,1.24,0.93,0.5,29.2
87168,Supreme Victors,Manectric G,Uncommon,66,Reverse Holofoil,3.54,3.28,1.75,25.06
87424,Legendary Treasures,Mewtwo,Holo Rare,53/113,Holofoil,29.53,27.0,19.95,196.68
