productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42481,Base Set 2,Fearow,Uncommon,041/130,Normal,1.5,1.06,0.5,4.99
83441,Stormfront,Abomasnow,Rare,12/100,Normal,2.63,2.3,0.5,19.96
83441,Stormfront,Abomasnow,Rare,12/100,Reverse Holofoil,4.37,4.37,3.36,33.78
83697,Secret Wonders,Bagon,Common,76/132,Normal,0.36,0.36,0.15,19.96
83697,Secret Wonders,Bagon,Common,76/132,Reverse Holofoil,3.16,3.11,1.24,39.18
83953,EX Ruby and Sapphire,Breloom,Rare,16/109,Normal,2.04,2.08,0.9,30.78
83953,EX Ruby and Sapphire,Breloom,Rare,16/109,Reverse Holofoil,17.33,23.84,14.99,135.2
84209,EX FireRed & LeafGreen,Charmander - 057/112,Common,57/112,Normal,5.15,4.55,2.75,44.08
84209,EX FireRed & LeafGreen,Charmander - 057/112,Common,57/112,Reverse Holofoil,128.85,479.38,78.88,879.88
84465,EX Holon Phantoms,Crawdaunt ex,Ultra Rare,99/110,Holofoil,63.67,199.99,89.98,711.49
84721,Next Destinies,Darumaka,Common,17/99,Normal,0.25,0.25,0.05,19.96
84721,Next Destinies,Darumaka,Common,17/99,Reverse Holofoil,1.09,1.0,0.4,19.96
84977,HeartGold SoulSilver,Drowzee,Common,62/123,Normal,0.59,0.5,0.2,5.0
84977,HeartGold SoulSilver,Drowzee,Common,62/123,Reverse Holofoil,4.56,5.0,4.0,58.08
85233,Legendary Collection,Energy Retrieval,Uncommon,107/110,Normal,0.52,0.5,0.19,19.96
85233,Legendary Collection,Energy Retrieval,Uncommon,107/110,Reverse Holofoil,47.57,114.81,80.0,812.98
85489,EX Sandstorm,Flareon,Holo Rare,5/100,Holofoil,113.32,400.0,113.32,1149.88
85489,EX Sandstorm,Flareon,Holo Rare,5/100,Reverse Holofoil,64.63,63.86,60.0,602.08
85745,Majestic Dawn,Glaceon (20),Rare,20/100,Normal,18.28,20.24,7.22,179.98
85745,Majestic Dawn,Glaceon (20),Rare,20/100,Reverse Holofoil,50.0,80.0,63.51,552.38
86001,Legendary Treasures,Gyarados,Rare,31/113,Normal,1.65,1.81,0.25,49.99
86001,Legendary Treasures,Gyarados,Rare,31/113,Reverse Holofoil,39.09,41.22,18.95,159.98
86257,Neo Discovery,Igglybuff,Uncommon,40/75,1st Edition,17.22,20.25,11.64,259.78
86257,Neo Discovery,Igglybuff,Uncommon,40/75,Unlimited,5.69,5.93,2.5,118.72
86513,Gym Challenge,Koga's Muk,Rare,026/132,1st Edition,16.48,18.49,14.85,202.78
86513,Gym Challenge,Koga's Muk,Rare,026/132,Unlimited,12.47,11.59,8.0,181.8
86769,HGSS Trainer Kit: Gyarados & Raichu,Lightning Energy (#5),Common,5/30,Normal,0.69,2.99,0.45,19.96
87025,EX Dragon,Magikarp,Common,60/97,Normal,4.94,5.0,3.13,40.5
87025,EX Dragon,Magikarp,Common,60/97,Reverse Holofoil,57.83,63.99,39.99,679.38
87281,EX Emerald,Meditite,Common,55/106,Normal,0.72,0.68,0.25,19.96
87281,EX Emerald,Meditite,Common,55/106,Reverse Holofoil,11.18,17.98,12.99,292.88
87537,Gym Heroes,Misty's Poliwhirl,Uncommon,053/132,1st Edition,11.74,11.72,6.65,237.39
87537,Gym Heroes,Misty's Poliwhirl,Uncommon,053/132,Unlimited,2.82,2.66,1.25,96.72
87793,Diamond and Pearl,Noctowl,Rare,34/130,Normal,0.9,0.75,0.24,19.96
87793,Diamond and Pearl,Noctowl,Rare,34/130,Reverse Holofoil,3.75,2.81,0.5,29.98
88049,POP Series 4,Pidgey,Common,012/017,Normal,29.41,42.0,24.99,419.78
88305,Neo Destiny,Porygon,Common,078/105,1st Edition,12.62,14.58,4.9,126.03
88305,Neo Destiny,Porygon,Common,078/105,Unlimited,1.93,1.25,0.69,9.99
88561,Secret Wonders,Ralts,Common,102/132,Normal,0.82,0.75,0.2,19.96
88561,Secret Wonders,Ralts,Common,102/132,Reverse Holofoil,9.24,129.68,9.15,132.17
88817,EX Dragon,Roselia,Holo Rare,9/97,Holofoil,15.31,25.0,9.99,99.99
88817,EX Dragon,Roselia,Holo Rare,9/97,Reverse Holofoil,22.0,129.9,48.0,159.78
89073,Boundaries Crossed,Serperior,Holo Rare,13/149,Holofoil,5.35,5.05,3.49,96.74
89073,Boundaries Crossed,Serperior,Holo Rare,13/149,Reverse Holofoil,8.55,53.6,10.99,96.95
89329,EX Unseen Forces,Slowpoke,Common,72/115,Normal,3.12,3.0,1.59,94.9
89329,EX Unseen Forces,Slowpoke,Common,72/115,Reverse Holofoil,115.0,169.12,89.98,1184.08
