productId,setName,productName,rarity,cardNumber,subTypeName,marketPrice,midPrice,lowPrice,highPrice
42511,Base Set 2,Lickitung,Uncommon,048/130,Normal,2.01,1.25,0.49,96.0
83471,Dark Explorers,Aerodactyl,Rare,53/108,Normal,3.52,7.53,6.75,44.18
83471,Dark Explorers,Aerodactyl,Rare,53/108,Reverse Holofoil,20.72,21.45,10.99,228.9
83727,EX Deoxys,Barboach,Common,54/107,Normal,0.56,0.55,0.25,17.74
83727,EX Deoxys,Barboach,Common,54/107,Reverse Holofoil,14.71,46.04,24.49,499.99
83983,Gym Heroes,Brock's Sandslash,Rare,023/132,1st Edition,22.62,22.62,14.89,244.7
83983,Gym Heroes,Brock's Sandslash,Rare,023/132,Unlimited,13.56,13.75,10.16,240.22
84239,Diamond and Pearl,Chatot,Common,74/130,Normal,0.4,0.4,0.12,19.98
84239,Diamond and Pearl,Chatot,Common,74/130,Reverse Holofoil,1.29,1.5,1.12,25.9
84495,Neo Genesis,Croconaw (31),Uncommon,031/111,1st Edition,6.7,6.5,3.5,94.42
84495,Neo Genesis,Croconaw (31),Uncommon,031/111,Unlimited,2.73,2.0,0.75,96.95
84751,Boundaries Crossed,Delibird,Uncommon,38/149,Normal,0.34,0.34,0.15,19.98
84751,Boundaries Crossed,Delibird,Uncommon,38/149,Reverse Holofoil,1.59,2.25,0.99,29.8
85007,Neo Discovery,Dunsparce,Common,54/75,1st Edition,2.41,4.68,1.39,44.1
85007,Neo Discovery,Dunsparce,Common,54/75,Unlimited,0.66,0.65,0.25,20.66
85263,Legendary Treasures,Energy Switch,Uncommon,112/113,Normal,0.39,0.36,0.1,23.49
85263,Legendary Treasures,Energy Switch,Uncommon,112/113,Reverse Holofoil,1.53,1.38,1.0,49.98
85519,Undaunted,Flower Shop Lady,Uncommon,74/90,Normal,3.23,3.28,2.0,29.5
85519,Undaunted,Flower Shop Lady,Uncommon,74/90,Reverse Holofoil,8.38,65.1,14.9,68.09
85775,Boundaries Crossed,Gliscor,Holo Rare,81/149,Holofoil,2.04,2.98,0.99,32.1
85775,Boundaries Crossed,Gliscor,Holo Rare,81/149,Reverse Holofoil,3.46,4.21,2.0,53.1
86031,Triumphant,Haunter,Uncommon,35/102,Normal,12.25,12.08,4.05,96.54
86031,Triumphant,Haunter,Uncommon,35/102,Reverse Holofoil,80.0,86.35,59.99,94.99
86287,Call of Legends,Interviewer's Questions,Uncommon,79/95,Normal,0.39,0.34,0.08,16.92
86287,Call of Legends,Interviewer's Questions,Uncommon,79/95,Reverse Holofoil,3.39,3.11,0.99,45.3
86543,Dark Explorers,Krookodile,Holo Rare,66/108,Holofoil,1.8,2.65,1.32,19.98
86543,Dark Explorers,Krookodile,Holo Rare,66/108,Reverse Holofoil,1.27,2.61,0.99,32.4
86799,Dark Explorers,Lillipup,Common,86/108,Normal,0.33,0.31,0.1,19.98
86799,Dark Explorers,Lillipup,Common,86/108,Reverse Holofoil,1.49,1.45,0.52,19.98
87055,Mysterious Treasures,Magmortar,Holo Rare,12/123,Holofoil,6.95,9.08,4.0,72.2
87055,Mysterious Treasures,Magmortar,Holo Rare,12/123,Reverse Holofoil,5.25,5.15,2.22,51.8
87311,Legendary Collection,Meowth,Uncommon,053/110,Normal,2.9,2.9,1.0,31.4
87311,Legendary Collection,Meowth,Uncommon,053/110,Reverse Holofoil,79.99,398.48,366.67,399.97
87567,Nintendo Promos,Moltres ex - 031 (EX Collector's Window Tins),Promo,031,Holofoil,116.0,850.0,150.67,9999.0
87823,EX Crystal Guardians,Nuzleaf,Uncommon,39/100,Normal,1.8,1.82,1.15,19.98
87823,EX Crystal Guardians,Nuzleaf,Uncommon,39/100,Reverse Holofoil,19.76,24.29,12.0,1101.54
88079,EX Trainer Kit 1: Latias & Latios,Pikachu,Common,6/10,Normal,7.26,7.09,3.78,58.41
88335,EX Trainer Kit 1: Latias & Latios,Potion (Latias),Common,8/10,Normal,0.17,0.25,0.05,19.98
88591,EX Holon Phantoms,Rare Candy,Uncommon,90/110,Normal,9.86,8.72,6.82,64.9
88591,EX Holon Phantoms,Rare Candy,Uncommon,90/110,Reverse Holofoil,67.25,74.99,47.14,927.4
88847,EX Sandstorm,Sableye,Holo Rare,10/100,Holofoil,116.81,949.9,949.9,949.9
88847,EX Sandstorm,Sableye,Holo Rare,10/100,Reverse Holofoil,61.17,64.0,49.98,98.72
89103,Plasma Storm,Sharpedo (Team Plasma),Rare,33/135,Normal,1.35,1.29,0.69,19.31
89103,Plasma Storm,Sharpedo (Team Plasma),Rare,33/135,Reverse Holofoil,6.77,6.11,3.12,74.9
89359,Neo Revelation,Smoochum,Common,54/64,1st Edition,5.34,4.92,2.31,95.59
89359,Neo Revelation,Smoochum,Common,54/64,Unlimited,1.71,1.17,0.5,23.0
89615,Secret Wonders,Sunflora,Rare,38/132,Normal,1.21,1.25,0.59,19.98
89615,Secret Wonders,Sunflora,Rare,38/132,Reverse Holofoil,2.79,4.35,1.0,59.99
89871,Aquapolis,Tentacruel (H26),Holo Rare,H26/H32,Holofoil,174.3,1011.1,117.99,1759.0
90127,Aquapolis,Tyrogue,Uncommon,063/147,Normal,26.88,57.75,32.0,236.8
90127,Aquapolis,Tyrogue,Uncommon,063/147,Reverse Holofoil,70.0,149.99,87.12,467.9
90383,EX Holon Phantoms,Vileplume (Delta Species),Holo Rare,17/110,Holofoil,34.25,41.81,30.0,374.9
90383,EX Holon Phantoms,Vileplume (Delta Species),Holo Rare,17/110,Reverse Holofoil,65.6,98.09,89.99,700.0
90639,EX Dragon Frontiers,Wooper (Delta Species),Common,71/101,Normal,10.16,9.99,6.21,64.9
90639,EX Dragon Frontiers,Wooper (Delta Species),Common,71/101,Reverse Holofoil,78.78,140.98,74.48,452.94
91151,XY - Flashfire,Litleo (18),Common,18/106,Normal,0.23,0.24,0.05,19.98
91151,XY - Flashfire,Litleo (18),Common,18/106,Reverse Holofoil,0.49,0.55,0.2,23.49
92175,XY - Furious Fists,Shroomish,Common,6/111,Normal,0.24,0.25,0.01,19.98
92175,XY - Furious Fists,Shroomish,Common,6/111,Reverse Holofoil,0.51,0.49,0.2,19.98
96015,XY - Primal Clash,Bidoof (Alpha),Uncommon,117/160,Normal,1.8,1.79,0.75,8.75
96015,XY - Primal Clash,Bidoof (Alpha),Uncommon,117/160,Reverse Holofoil,5.79,6.78,3.5,79.8
97807,POP Series 1,Tyranitar ex (Non-Holo),Ultra Rare,017/017,Normal,100.0,198.99,124.99,1499.9
98063,XY - Roaring Skies,Natu (27),Common,27/108,Normal,0.13,0.2,0.03,19.98
98063,XY - Roaring Skies,Natu (27),Common,27/108,Reverse Holofoil,0.34,0.36,0.07,19.98
98319,XY Trainer Kit: Latias & Latios,Grass Energy (#2),Common,2/30,Normal,0.2,0.34,0.18,19.98
98575,Supreme Victors,Supreme Victors Booster Box,,,,,,,
100623,XY - Ancient Origins,Hoopa EX,Ultra Rare,36/98,Holofoil,7.33,6.88,3.0,96.95
107023,Base Set (Shadowless),Dratini,Uncommon,026/102,1st Edition,78.54,69.44,48.0,412.5
107023,Base Set (Shadowless),Dratini,Uncommon,026/102,Unlimited,13.23,5.45,3.99,96.95
107279,XY - BREAKthrough,M Mewtwo EX (160 Full Art),Ultra Rare,160/162,Holofoil,145.29,150.0,85.0,933.0
111631,XY - BREAKpoint,Great Ball,Uncommon,100/122,Normal,0.16,0.2,0.01,19.98
111631,XY - BREAKpoint,Great Ball,Uncommon,100/122,Reverse Holofoil,0.53,0.53,0.28,19.98
113679,Generations,Krabby,Common,21/83,Normal,0.2,0.22,0.05,19.98
113679,Generations,Krabby,Common,21/83,Reverse Holofoil,0.86,0.77,0.24,19.99
117519,XY - Fates Collide,Zygarde EX,Ultra Rare,54/124,Holofoil,4.22,4.08,2.35,96.95
117775,XY - Fates Collide,Braixen,Uncommon,12/124,Normal,0.28,0.28,0.04,17.24
117775,XY - Fates Collide,Braixen,Uncommon,12/124,Reverse Holofoil,0.69,0.61,0.29,19.98
118799,XY Trainer Kit: Pikachu Libre & Suicune,Glameow (27),Common,27/30,Normal,0.2,0.25,0.01,19.98
126991,SM Base Set,Great Ball,Uncommon,119/149,Normal,0.1,0.2,0.01,16.64
126991,SM Base Set,Great Ball,Uncommon,119/149,Reverse Holofoil,0.33,0.33,0.14,19.98
127503,League & Championship Cards,Psychic Energy (WotC 2002 League Promo),Promo,,Holofoil,16.57,20.9,11.99,209.8
131087,SM Promos,Drampa - SM21 (Prerelease),Promo,SM21,Holofoil,14.81,30.0,10.8,138.0
138511,SM - Burning Shadows,Kingdra,Holo Rare,31/147,Holofoil,0.59,0.6,0.25,19.98
138511,SM - Burning Shadows,Kingdra,Holo Rare,31/147,Reverse Holofoil,0.64,0.63,0.3,19.98
146703,Shining Legends,Ekans,Common,36/73,Normal,0.28,0.25,0.01,15.21
146703,Shining Legends,Ekans,Common,36/73,Reverse Holofoil,0.43,0.42,0.19,19.98
152847,SM Trainer Kit: Lycanroc & Alolan Raichu,Great Ball (#25) (Lycanroc Half-Deck),Common,25/30,Normal,0.11,0.2,0.02,19.98
155663,SM - Ultra Prism,Ultra Prism Elite Trainer Box [Dawn Wings Necrozma],,,,,,,
157711,SM - Ultra Prism,Tapu Lele,Rare,94/156,Reverse Holofoil,1.73,1.8,0.99,19.98
157711,SM - Ultra Prism,Tapu Lele,Rare,94/156,Normal,0.79,0.91,0.5,19.98
163855,League & Championship Cards,Torchic - 12/111 (City Championships),Promo,012/111,Reverse Holofoil,14.89,15.99,13.65,182.5
171023,SM - Celestial Storm,Life Herb (Secret),Secret Rare,180/168,Holofoil,8.2,8.25,7.0,74.9
177167,Alternate Art Promos,Delinquent - 98a/122,Promo,098a/122,Holofoil,13.26,62.0,12.23,126.88
177167,Alternate Art Promos,Delinquent - 98a/122,Promo,098a/122,Normal,13.2,19.99,13.2,143.1
178959,SM - Lost Thunder,Kirlia,Uncommon,140/214,Reverse Holofoil,4.56,6.44,4.5,36.2
178959,SM - Lost Thunder,Kirlia,Uncommon,140/214,Normal,1.44,1.43,0.33,19.81
181263,League & Championship Cards,Professor Elm's Lecture - 188/214 (Regional Championships) [Staff],Promo,188/214,Reverse Holofoil,60.0,388.99,388.99,388.99
183567,SM Promos,Vaporeon GX - SM172,Promo,SM172,Holofoil,11.46,13.15,9.0,179.72
183823,SM - Team Up,Galvantula,Rare,48/181,Reverse Holofoil,0.74,0.74,0.41,19.98
183823,SM - Team Up,Galvantula,Rare,48/181,Normal,0.34,0.35,0.12,19.98
189199,SM - Unbroken Bonds,Tyrogue,Uncommon,100/214,Reverse Holofoil,1.19,1.22,0.7,22.95
189199,SM - Unbroken Bonds,Tyrogue,Uncommon,100/214,Normal,0.36,0.38,0.1,17.62
189455,SM Promos,Volcanion - SM179 (Prerelease) [Staff],Promo,SM179,Holofoil,46.6,51.73,49.99,507.3
197647,Hidden Fates,Scyther,Uncommon,5/68,Normal,0.23,0.23,0.02,17.18
197647,Hidden Fates,Scyther,Uncommon,5/68,Reverse Holofoil,0.43,0.43,0.2,17.12
200975,McDonald's Promos 2019,Alolan Meowth - 10/12,Promo,010/012,Holofoil,14.99,9.04,6.99,193.1
201231,SM - Cosmic Eclipse,Prinplup,Uncommon,55/236,Normal,0.2,0.23,0.08,19.98
201231,SM - Cosmic Eclipse,Prinplup,Uncommon,55/236,Reverse Holofoil,0.5,0.5,0.2,19.98
208399,SWSH01: Sword & Shield Base Set,Polteageist,Rare,090/202,Normal,0.24,0.25,0.12,19.98
208399,SWSH01: Sword & Shield Base Set,Polteageist,Rare,090/202,Reverse Holofoil,0.5,0.5,0.25,19.98
213263,SWSH02: Rebel Clash,Galar Mine,Uncommon,160/192,Reverse Holofoil,0.34,0.35,0.14,19.98
213263,SWSH02: Rebel Clash,Galar Mine,Uncommon,160/192,Normal,0.15,0.2,0.04,19.98
219151,Battle Academy,Lightning Energy (#39 Pikachu Stamped),Promo,,Normal,0.11,0.23,0.04,19.98
219407,SWSH03: Darkness Ablaze,Electrike,Common,058/189,Normal,0.05,0.15,0.01,25.03
219407,SWSH03: Darkness Ablaze,Electrike,Common,058/189,Reverse Holofoil,0.26,0.26,0.08,19.98
222223,Blister Exclusives,Copperajah - 137/202 (Non-Holo Gamestop Exclusive),Promo,137/202,Normal,0.68,0.81,0.5,19.98
226575,SWSH04: Vivid Voltage,Dialga,Holo Rare,121/185,Reverse Holofoil,0.43,0.44,0.16,999.99
226575,SWSH04: Vivid Voltage,Dialga,Holo Rare,121/185,Holofoil,0.33,0.35,0.02,999.99
227087,Blister Exclusives,Serperior - 13/149 (Cosmos Holo),Promo,013/149,Holofoil,14.65,42.36,14.65,174.9
229391,SM - Lost Thunder,Lost Thunder Launch Kit,,,,,,,
230927,League & Championship Cards,Pumpkaboo - 56/146 (Pokemon League) [2nd Place],Promo,056/146,Reverse Holofoil,11.25,45.0,8.21,117.4
232463,Shining Fates,Luxray,Holo Rare,033/072,Reverse Holofoil,0.42,0.4,0.1,3.5
232463,Shining Fates,Luxray,Holo Rare,033/072,Holofoil,0.32,0.3,0.05,5.8
234255,SWSH05: Battle Styles,Carkol,Uncommon,079/163,Reverse Holofoil,0.22,0.25,0.09,19.98
234255,SWSH05: Battle Styles,Carkol,Uncommon,079/163,Normal,0.09,0.15,0.01,5.02
234511,EX Sandstorm,"Sandstorm Theme Deck - ""Caravan""",,,,,,,
241679,SWSH06: Chilling Reign,Scorbunny,Common,026/198,Reverse Holofoil,0.25,0.26,0.04,999.0
241679,SWSH06: Chilling Reign,Scorbunny,Common,026/198,Normal,0.04,0.15,0.01,999.0
242447,SWSH07: Evolving Skies,Evolving Skies Single Pack Blister [Eevee],,,Normal,77.06,194.99,97.0,555.0
245519,Miscellaneous Cards & Products,Pokemon - Poke Ball Tin + 2 Kanto Power Mini Tins - Dusk Ball,,,,,,,
246799,SWSH07: Evolving Skies,Zinnia's Resolve (Full Art),Ultra Rare,203/203,Holofoil,6.02,6.01,4.79,1000.0
252431,Generations,Code Card - Mythical Pokemon Collection Box [Arceus],Code Card,,Normal,2.0,4.95,2.0,62.6
253199,SWSH08: Fusion Strike,Mudkip,Common,062/264,Normal,0.21,0.22,0.04,5.7
253199,SWSH08: Fusion Strike,Mudkip,Common,062/264,Reverse Holofoil,0.9,0.9,0.27,19.98
253455,SWSH08: Fusion Strike,Single Strike Urshifu VMAX Premium Collection,,,Normal,131.91,165.0,149.98,199.0
256271,SWSH08: Fusion Strike,Fusion Strike Elite Trainer Box Case,,,Normal,3189.97,4749.95,4749.94,4750.0
260879,Jumbo Cards,Hydreigon C - SWSH138,Promo,SWSH138,Normal,7.12,8.49,6.99,141.7
264207,SWSH09: Brilliant Stars Trainer Gallery,Umbreon V,Ultra Rare,TG22/TG30,Holofoil,73.31,80.0,66.0,174.88
268303,SM Promos,Tohoku's Pikachu - 88/SM-P,Promo,88/SM-P,,,,,
270863,Miscellaneous Cards & Products,Code Card - Power Beyond Tin [Latios],Code Card,,Normal,,3.23,3.0,4.0
272399,SWSH10: Astral Radiance,Irida,Holo Rare,147/189,Reverse Holofoil,0.7,0.88,0.35,19.9
272399,SWSH10: Astral Radiance,Irida,Holo Rare,147/189,Holofoil,0.51,0.54,0.1,19.98
277007,Pokemon GO,Tyranitar,Holo Rare,043/078,Holofoil,0.36,0.38,0.07,200.0
277007,Pokemon GO,Tyranitar,Holo Rare,043/078,Reverse Holofoil,0.64,0.62,0.22,25.0
280335,XY - BREAKthrough,Code Card - BREAKthrough Collector Pin 3 Pack Blister [Mega Swampert],Code Card,,,,,,
280847,Miscellaneous Cards & Products,Virizion V Box,,,Normal,52.07,80.0,69.0,274.99
283919,SWSH11: Lost Origin,Hisuian Basculegion,Holo Rare,045/196,Reverse Holofoil,0.43,0.45,0.18,18.62
283919,SWSH11: Lost Origin,Hisuian Basculegion,Holo Rare,045/196,Holofoil,0.34,0.37,0.1,40.0
287503,SWSH01: Sword & Shield Base Set,Legends of Galar Tin + Galar Partners Tin 2-pack [Zacian V/Cinderace V] (Retail Exclusive),,,Normal,,179.99,179.99,179.99
477455,World Championship Decks,Town Volunteers - 2004 (Kevin Nguyen),Uncommon,136/147,,,,,
477967,World Championship Decks,Steven's Advice - 2006 (Jimmy Ballard),Uncommon,92/101,Normal,2.49,2.99,2.0,3.98
478223,SWSH: Crown Zenith,Scizor,Rare,086/159,Reverse Holofoil,0.49,0.5,0.25,999.0
478223,SWSH: Crown Zenith,Scizor,Rare,086/159,Normal,0.24,0.24,0.03,999.0
479759,World Championship Decks,Celio's Network - 2008 (Tristan Robinson),Uncommon,73/100,Normal,2.24,1.95,0.75,5.0
480015,World Championship Decks,Call Energy - 2010 (Michael Pramawat),Uncommon,92/100,Normal,4.55,4.5,3.33,85.6
481807,World Championship Decks,Talonflame - 2016 (Cody Walinski),Rare,96/114,Normal,0.44,0.37,0.24,19.98
482063,World Championship Decks,Fire Energy - 2019 (Kaya Lichtleitner),Common,,Normal,0.24,0.38,0.01,19.98
487439,Jumbo Cards,Mimikyu ex,Promo,004,Holofoil,5.3,5.5,4.0,149.9
487951,SV01: Scarlet & Violet Base Set,Gardevoir ex - 086/198,Double Rare,086/198,Holofoil,0.72,0.88,0.2,29.95
492047,SWSH06: Chilling Reign,Code Card - Chilling Reign 1 Pack Blister [Milotic],Code Card,,Normal,0.09,0.17,0.09,999.0
496911,SV02: Paldea Evolved,Paldea Evolved Elite Trainer Box Case,,,Normal,1628.36,2178.47,2111.0,2499.0
497167,SV01: Scarlet & Violet Base Set,Scarlet & Violet Premium Checklane Blister [Hisuian Zoroark],,,Normal,12.0,22.0,17.99,26.0
497423,SV02: Paldea Evolved,Sprigatito - 012/193,Common,012/193,Reverse Holofoil,0.22,0.25,0.05,19.98
497423,SV02: Paldea Evolved,Sprigatito - 012/193,Common,012/193,Normal,0.19,0.2,0.01,20.0
497679,SV02: Paldea Evolved,Quaquaval ex - 260/193,Special Illustration Rare,260/193,Holofoil,13.68,15.57,12.0,107.8
498191,Prize Pack Series Cards,Altaria - 049/073,Rare,049/073,Normal,4.36,4.98,3.5,99.9
501263,SV03: Obsidian Flames,Obsidian Flames Booster Bundle,,,Normal,119.69,126.99,115.0,134.95
509711,SV03: Obsidian Flames,Herdier,Common,171/197,Normal,0.1,0.15,0.01,19.98
509711,SV03: Obsidian Flames,Herdier,Common,171/197,Reverse Holofoil,0.24,0.25,0.04,19.98
509967,SV03: Obsidian Flames,Geeta - 218/197,Ultra Rare,218/197,Holofoil,1.12,1.27,0.59,10.0
513807,Prize Pack Series Cards,Radiant Greninja - 046/189,Radiant Rare,046/189,Holofoil,124.28,194.99,126.99,925.8
515343,Prize Pack Series Cards,Clefairy - 062/196,Common,062/196,Normal,0.31,0.32,0.11,19.98
520719,Prize Pack Series Cards,Radiant Hisuian Sneasler - 123/196,Radiant Rare,123/196,Holofoil,19.19,22.4,18.75,179.9
523791,SV04: Paradox Rift,Garbodor - 117/182,Uncommon,117/182,Reverse Holofoil,0.29,0.29,0.05,40.0
523791,SV04: Paradox Rift,Garbodor - 117/182,Uncommon,117/182,Normal,0.1,0.15,0.01,20.0
524047,My First Battle,Squirtle,Unconfirmed,,Normal,14.94,15.7,12.02,199.9
527887,Trading Card Game Classic,Parasect,Classic Collection,005/034,Holofoil,0.83,0.99,0.5,19.98
550159,SV06: Twilight Masquerade,Venipede,Common,115/167,Normal,0.13,0.16,0.01,999.0
550159,SV06: Twilight Masquerade,Venipede,Common,115/167,Reverse Holofoil,0.24,0.25,0.01,999.0
556815,Battle Academy 2024,Bisharp - Darkrai Deck,Promo,112,Normal,0.24,0.26,0.1,19.98
557071,Battle Academy 2024,Torkoal - Armarouge 53,Uncommon,035/198,Normal,0.14,0.25,0.05,19.98
557327,Miscellaneous Cards & Products,ex Battle Deck [Miraidon ex],,,Normal,14.52,18.89,17.63,49.99
560399,SV: Shrouded Fable,Janine's Secret Art - 088/064,Ultra Rare,088/064,Holofoil,6.86,6.91,3.0,999.0
565263,S8: Fusion Arts,Fusion Arts Booster Pack,,,Normal,10.18,11.0,8.0,15.99
565775,SV4K: Ancient Roar,Tsareena ex - 020/066,Double Rare,020/066,Holofoil,0.36,0.43,0.2,3.5
566031,SV4M: Future Flash,Iron Bundle - 071/066,Art Rare,071/066,Holofoil,2.08,2.18,1.41,6.0
566287,SV6a: Night Wanderer,Okidogi ex - 036/064,Double Rare,036/064,Holofoil,0.27,0.35,0.2,2.27
